Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
-479.36579143954884,1.5112744243096126,156.5416796776572,0.0,1,20000,0.0069029755,415.44202328821655,0.4251187769138509,-4.692077482104651e-08,15.007304191589355,6.778983116149902,21.78628897666931,5.350112886048919e-08,6.38961772381208e-09,0.35131657123565674,0.2647140324115753,0.16204389929771423,0.2271462380886078,0.753491222858429,1.0
-357.4897652447617,0.8404580152671757,139.77519083969466,0.0,2,40000,0.0064042383,240.12886585794436,0.18798193796567478,8.988380706398402e-09,14.841460466384888,6.531363248825073,21.3728244304657,-1.2207030941624453e-08,-2.3841859042583735e-10,0.4613697826862335,0.282283753156662,0.09395754337310791,0.16553716361522675,0.6118385195732117,1.0
-248.74530703109926,0.8825,115.43333333333334,0.0,3,60000,0.005720485,331.6112001066755,0.2715502570721374,3.2377243996961624e-08,15.341604471206665,8.223674058914185,23.565280437469482,-2.8419494313425275e-08,-5.00678998260895e-10,0.552708089351654,0.3047923445701599,0.0654693990945816,0.12966342270374298,0.5514525771141052,1.0
-281.2454446813235,1.0848148148148147,156.90370370370374,0.0,4,80000,0.0054783453,244.28294374988337,0.28198357995148676,3.261566305923225e-08,17.89883279800415,9.466980457305908,27.365814924240112,-2.7704238902970246e-08,6.055831835993786e-09,0.5478265285491943,0.311966210603714,0.06664135307073593,0.1281249225139618,0.5694616436958313,1.0
-284.5171871337699,0.9806122448979592,184.35765306122448,0.0,5,100000,0.0058296574,170.16408722506966,0.2842824296064817,-1.1563301427486294e-08,17.81079602241516,8.517060279846191,26.327857494354248,1.521110526425673e-08,-3.337859988405967e-10,0.4672146141529083,0.3029271960258484,0.09162144362926483,0.1550641804933548,0.6483684182167053,1.0
-163.13649333786924,1.1589080459770114,125.20172413793102,0.0,6,120000,0.0057328013,255.51590527577005,0.35463003297899937,-1.0296702157575055e-08,15.444912910461426,7.1614930629730225,22.606407165527344,6.529688789669308e-09,-4.959106458812812e-09,0.49584051966667175,0.3021882176399231,0.08134781569242477,0.14593839645385742,0.6094462275505066,1.0
-124.6061239821968,0.7805555555555556,112.7261111111111,0.0,7,140000,0.0055888407,206.08791642401627,0.3021363487099386,2.433061574436124e-08,18.70149302482605,8.729789733886719,27.431284189224243,-3.0899048653054706e-08,-2.9444695570646218e-09,0.5365505218505859,0.30911487340927124,0.0694718211889267,0.13167640566825867,0.5761151313781738,1.0
-92.73689484568506,1.1130434782608696,96.56666666666666,0.0,8,160000,0.00562911,209.8541149503866,0.4726020045910671,-2.088546757761378e-08,16.447874546051025,7.548588037490845,23.996464490890503,2.074241578498004e-08,-2.157688250292722e-09,0.5908669829368591,0.30442166328430176,0.057286251336336136,0.1253388226032257,0.515211820602417,1.0
-90.06395940381694,1.0203488372093026,115.59040697674418,0.0,9,180000,0.005697947,149.22620366090422,0.4486861508648107,1.7070771463068013e-08,15.130119323730469,7.059144735336304,22.18926501274109,-1.0299682884351569e-08,4.768371461572052e-11,0.5718808770179749,0.3043186068534851,0.06115313619375229,0.12735117971897125,0.5321362614631653,1.0
-55.5984219789015,0.9604330708661417,80.17755905511812,0.0,10,200000,0.0061874627,165.55854412005965,0.43025621475212894,-1.2588500908350397e-08,16.279754161834717,6.8364598751068115,23.116214990615845,1.5354157056890472e-08,2.6702879907247734e-09,0.5291155576705933,0.29276442527770996,0.07143792510032654,0.14157292246818542,0.5533090233802795,1.0
