Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_ewc,Loss/Loss_safety,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
863.97997047387,0.0,500.0,0.0,1,20000,37,0.006296683568507433,0.00029949999999999996,42.364883081858025,0.0029245761731671593,-0.002643215430570901,0.0,0.0,60.437623500823975,71.86886644363403,132.3064923286438,5.817413395448057e-08,6.496906346242781e-10
589.8213613709793,58.87750000000001,500.0,0.0,2,40000,37,0.0095406798645854,0.00029899999999999995,5248.125659562466,80.21547703504788,-0.0061380116074943435,0.0,927.75,60.87497282028198,65.9678647518158,126.84283828735352,-6.008148201175345e-09,-3.509521562250484e-08
717.0380370018331,62.69749999999999,500.0,0.0,3,60000,37,0.010032284073531628,0.00029849999999999994,1234.6883919668696,51.05761911958911,-0.007870064314440962,0.0,0.0,64.84316349029541,69.63355135917664,134.47671604156494,1.4114379887075756e-08,-5.8746337572301854e-08
-1675.4036999045209,557.7375,500.0,0.0,4,80000,37,0.007040548138320446,0.0002979999999999999,830977.1973757857,23654.952341348824,-0.0017819726071587865,0.0,5724.75,61.84061622619629,64.50916290283203,126.34978079795837,-3.19480886190604e-09,2.291870032422594e-06
-1753.8350939844306,578.5425,500.0,0.035,5,100000,37,0.00883546657860279,0.0002974999999999999,448451.37162358384,11315.51193830261,-0.003610193738427572,0.0,4208.0,59.212056398391724,65.08738017082214,124.2994384765625,5.7220459481754915e-09,-5.615234499600774e-07
-6425.572904923121,1547.4125,500.0,0.02125,6,120000,37,0.005841275677084923,0.0002969999999999999,1992088.8839772064,53170.682804845834,-0.002856575044439912,0.0,17627.5,54.389341831207275,63.73248505592346,118.12182784080505,-1.2588500908350397e-08,1.4404297417058842e-06
-5200.842487401059,1275.73125,500.0,0.01875,7,140000,37,0.005214373581111431,0.0002964999999999999,872682.1729793089,27610.882504407116,-0.0005425644938405142,0.0,4.75,62.32556915283203,64.66174745559692,126.98731851577759,-4.1961669694501325e-09,-4.39453117451194e-07
-5157.411037584048,1277.37625,500.0,0.030000000000000006,8,160000,37,0.010525308549404144,0.0002959999999999999,1126785.4339360285,6026.323259259925,-0.004294340685757845,0.0,1165.5,61.879778146743774,66.50727701187134,128.38705730438232,3.433227480087453e-09,-1.6357421372958925e-06
-2658.1114768464777,809.325,500.0,0.045,9,180000,37,0.006356222555041313,0.00029549999999999986,804553.7386058494,4806.136174822459,-0.0025357854488312903,0.0,130.0,62.44625115394592,65.90500903129578,128.35126161575317,-6.198883073516015e-10,1.4892577837599674e-06
-8865.684522004185,2032.1575,500.0,0.025,10,200000,37,0.006347662769258022,0.00029499999999999985,2108048.099833291,8438.375070038119,-0.0036865100118992408,0.0,46.75,69.33027625083923,67.26289415359497,136.5931715965271,-7.2479249269008506e-09,-8.056640581344254e-07
