Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
1159.0038840143545,0.0,500.0,0.0,1,20000,38,0.005236401688307524,0.00029949999999999996,310.975878571329,0.001967799925421587,-0.004478187794181132,46.19809150695801,28.083213806152344,74.2813069820404,1.010894763453507e-07,2.5391577729294568e-09
1151.2433750281793,0.0,500.0,0.0,2,40000,38,0.00615657027810812,0.00029899999999999995,152.8633005383268,0.00048776116345212474,-0.005526567454886302,48.10001993179321,38.412495136260986,86.51251649856567,-1.7261506002341775e-08,-2.965331036275387e-10
1235.3421488217778,0.0,500.0,0.0,3,60000,38,0.007755816448479891,0.00029849999999999994,80.75579681306168,0.00027611603234955297,-0.007693960786270408,63.458608627319336,38.949702739715576,102.40831327438354,4.014015075881616e-07,3.053247876749765e-09
1357.1136139434725,246.00125000000003,500.0,0.0,4,80000,38,0.007366938982158899,0.0002979999999999999,103.9018311267166,52915.58449776533,-0.005163180246825717,71.45648860931396,48.235214710235596,119.69170498847961,9.994506910970813e-08,1.074218744179234e-06
1537.4817453323674,1726.97,500.0,0.0,5,100000,38,0.008762158453464508,0.0002974999999999999,99.57021596181565,49735.226576367204,-0.006719663607139556,76.0455846786499,40.360323429107666,116.4059100151062,-3.110408783868479e-07,-3.84521490559564e-06
1624.0983563459715,2245.7662499999997,500.0,0.0,6,120000,38,0.00804438628256321,0.0002969999999999999,157.0748092804505,106568.69782147103,-0.007798651887434545,61.564159870147705,47.863348960876465,109.42751145362854,-8.597373835073086e-08,7.81249980263965e-07
1891.459867198601,6745.391250000001,500.0,0.11750000000000001,7,140000,38,0.00817728228867054,0.0002964999999999999,729.1190748262677,527499.093581074,-0.004739829826134685,57.786808490753174,41.452017307281494,99.23882722854614,-5.741119224467184e-08,1.5234374586725608e-05
2230.9821080524052,13160.816249999998,500.0,0.3125,8,160000,38,0.008072685450315475,0.0002959999999999999,1379.4740022869667,580743.1147871794,-0.006079778166734771,60.84132766723633,36.45576786994934,97.29709720611572,-2.0802021438726115e-08,1.3317870980245061e-05
2528.503119401058,5438.3550000000005,500.0,0.45,9,180000,38,0.006227793172001839,0.00029549999999999986,1363.6211655220648,231796.696052472,-0.005171982705225638,55.49120903015137,37.12333130836487,92.61454176902771,-7.929801881800813e-08,5.126953055878403e-06
2437.462589202207,3499.9700000000003,500.0,0.4,10,200000,38,0.006276299245655537,0.00029499999999999985,1026.2882416329046,275702.8621733995,-0.004656951375465817,55.06986951828003,50.35616421699524,105.42603468894958,4.005432074905002e-08,-1.7333984487777343e-06
2319.793635354661,7316.326249999998,500.0,0.3225,11,220000,38,0.006940057966858149,0.00029449999999999984,779.0465815023332,303964.3518689239,-0.0057330718059486144,65.63818883895874,37.81290102005005,103.45109105110168,5.60760504697555e-08,1.2695312761934474e-05
2213.225248562542,2854.00625,500.0,0.29625,12,240000,38,0.00831474456936121,0.00029399999999999983,569.0556839173407,78415.03577763004,-0.005486201894482985,63.09430241584778,42.22018790245056,105.31449174880981,-1.2969970875076342e-08,2.5634765279392013e-06
2306.639669221537,402.2475,500.0,0.27874999999999994,13,260000,38,0.008147314190864563,0.00029349999999999987,454.4988781951076,140.76858731671703,-0.005389068567099133,69.81388854980469,33.37366557121277,103.18755531311035,1.1098384433694264e-08,-6.958007929824817e-07
2298.1033000312627,1571.8500000000001,500.0,0.33875,14,280000,38,0.007522630505263805,0.00029299999999999986,638.1587226450783,95578.43531013487,-0.005230297040039105,81.43043971061707,44.037991762161255,125.46843385696411,-1.1563301427486294e-08,-1.4648438195763447e-07
2340.401575589863,1762.325,500.0,0.3175,15,300000,38,0.006459580268710852,0.00029249999999999985,512.5891767802991,69755.74059536327,-0.005127871230357344,64.24770522117615,36.77555584907532,101.02326202392578,-9.346008411625917e-09,-1.1718750556610757e-06
2515.0869759693874,1050.35,500.0,0.40125,16,320000,38,0.006614986341446638,0.00029199999999999983,717.8760680282751,39989.7987020795,-0.005927139086267301,61.16764855384827,34.61502742767334,95.78267765045166,2.6845931699881476e-08,-1.025390588438313e-06
3005.971331638405,1113.06625,500.0,0.59375,17,340000,38,0.007869390770792961,0.0002914999999999998,882.5745015516802,98157.1125361065,-0.008016373988038334,57.58561635017395,38.590686559677124,96.17630434036255,1.1348724626714102e-08,-3.3691405860736268e-06
3183.0340608674132,5973.16,500.0,0.6425000000000001,18,360000,38,0.008104573003947735,0.0002909999999999998,1008.9767504982049,326343.0188935216,-0.007095140036649938,66.09140419960022,46.486876249313354,112.57828164100647,3.862380992813996e-08,3.6987305520597147e-06
3363.861469740922,1228.04875,500.0,0.68625,19,380000,38,0.007799037732183933,0.0002904999999999998,693.7556758270622,281.34112409181813,-0.007792935448262698,61.981088399887085,37.32013750076294,99.30122804641724,1.9836425835251248e-08,-5.493163968139925e-08
3818.988828654583,3270.68375,500.0,0.8325000000000001,20,400000,38,0.008324866183102131,0.0002899999999999998,1028.10626248837,274484.9858815842,-0.005257923879452734,59.59226870536804,37.565547704696655,97.15781760215759,2.8514861583062157e-08,-6.24999984211172e-06
4196.166597387708,5594.05,500.0,0.9287500000000002,21,420000,38,0.0087777990847826,0.0002894999999999998,439.29384656900373,201081.446886429,-0.006403557412797617,63.806074380874634,39.87004542350769,103.67612171173096,7.629394338515283e-10,8.105468623398338e-06
