Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Steps,Time
476.2966477738745,4863.0,500.0,0.0,500.0,1.2015149593353271
507.1817652533377,2431.5,500.0,0.0,1000.0,1.1868908405303955
492.28810364256157,1621.0,500.0,0.0,1500.0,1.2078993320465088
498.9574030360423,1215.75,500.0,0.0,2000.0,1.1936721801757812
420.3332326271685,972.6,500.0,0.0,2500.0,1.2179455757141113
431.5079442461901,810.5,500.0,0.0,3000.0,1.197723388671875
441.40185815610886,694.7142857142857,500.0,0.0,3500.0,1.2011311054229736
448.5924157457881,607.875,500.0,0.0,4000.0,2.3039355278015137
447.3022031712509,583.0,500.0,0.0,4500.0,1.2063887119293213
450.86125561676306,524.7,500.0,0.0,5000.0,1.1893372535705566
459.1761960610576,477.0,500.0,0.0,5500.0,1.1845555305480957
457.6639962908273,437.25,500.0,0.0,6000.0,1.1859726905822754
460.2474711970244,403.61538461538464,500.0,0.0,6500.0,1.1837551593780518
459.4060655554692,1073.5714285714287,500.0,0.0,7000.0,1.192296028137207
460.3515296805464,1002.0,500.0,0.0,7500.0,1.1919965744018555
457.5941117130936,939.375,500.0,0.0,8000.0,2.280622959136963
459.9796400250382,884.1176470588235,500.0,0.0,8500.0,1.191993236541748
459.2651172289609,835.0,500.0,0.0,9000.0,1.185743808746338
458.48847781950604,791.0526315789474,500.0,0.0,9500.0,1.1843817234039307
458.5395484895621,751.5,500.0,0.0,10000.0,1.196256399154663
461.31642020365626,508.35,500.0,0.0,10500.0,1.19942045211792
457.7043397586419,508.35,500.0,0.0,11000.0,1.2051010131835938
457.4024395040616,508.35,500.0,0.0,11500.0,1.1930012702941895
454.7609520766373,508.35,500.0,0.0,12000.0,2.296109914779663
476.72032938756246,508.35,500.0,0.0,12500.0,1.1934716701507568
478.39068721345575,508.35,500.0,0.0,13000.0,1.1897251605987549
480.88339879719507,508.35,500.0,0.0,13500.0,1.1880087852478027
475.37398128090007,508.35,500.0,0.0,14000.0,1.2076969146728516
471.4254375646785,815.45,500.0,0.0,14500.0,1.2044689655303955
473.2132660387394,815.45,500.0,0.0,15000.0,1.185744047164917
471.04882380297784,815.45,500.0,0.0,15500.0,1.1850266456604004
470.72368085176004,815.45,500.0,0.0,16000.0,2.2651021480560303
469.3790300845194,815.45,500.0,0.0,16500.0,1.1980440616607666
475.4740926703601,326.3,500.0,0.0,17000.0,1.1876518726348877
474.2021187011072,344.9,500.0,0.0,17500.0,1.1938862800598145
472.9874164656041,344.9,500.0,0.0,18000.0,1.2029142379760742
470.92192314675106,344.9,500.0,0.0,18500.0,1.1988434791564941
475.6033202012828,344.9,500.0,0.0,19000.0,1.2832386493682861
479.883431408242,344.9,500.0,0.0,19500.0,1.2035751342773438
480.57243079610134,344.9,500.0,0.0,20000.0,2.291962146759033
476.62608987909016,344.9,500.0,0.0,20500.0,1.2076416015625
475.2851703351337,344.9,500.0,0.0,21000.0,1.19529390335083
474.4534683255738,344.9,500.0,0.0,21500.0,1.1948976516723633
477.2632413040229,344.9,500.0,0.0,22000.0,1.1890747547149658
474.4691119861187,344.9,500.0,0.0,22500.0,1.1948168277740479
472.40521917412144,344.9,500.0,0.0,23000.0,1.1912119388580322
467.0972117216892,344.9,500.0,0.0,23500.0,1.186807632446289
471.1594156689921,344.9,500.0,0.0,24000.0,2.2923874855041504
478.79511054652966,18.6,500.0,0.0,24500.0,1.1977958679199219
475.66220682482026,18.6,500.0,0.0,25000.0,1.1977698802947998
473.39739392310884,18.6,500.0,0.0,25500.0,1.2133266925811768
475.8015860361553,18.6,500.0,0.0,26000.0,1.2010753154754639
480.72721617874504,18.6,500.0,0.0,26500.0,1.1966845989227295
478.330860071212,18.6,500.0,0.0,27000.0,1.1910209655761719
480.29245169652387,0.0,500.0,0.0,27500.0,1.188025712966919
482.6760848199253,0.0,500.0,0.0,28000.0,2.296117067337036
482.6907862731185,0.0,500.0,0.0,28500.0,1.1984407901763916
476.20174225404287,0.0,500.0,0.0,29000.0,1.1915695667266846
470.9110281019281,0.0,500.0,0.0,29500.0,1.1962425708770752
469.71988523400694,0.0,500.0,0.0,30000.0,1.194791555404663
472.9548161482993,0.0,500.0,0.0,30500.0,1.1907374858856201
