Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Steps,Time
466.9936136625719,0.0,500.0,0.0,500.0,1.1911954879760742
468.3666595788168,1754.0,500.0,0.0,1000.0,1.1803479194641113
451.88091263423297,1169.3333333333333,500.0,0.0,1500.0,1.178931474685669
445.0279399679434,877.0,500.0,0.0,2000.0,1.1811587810516357
425.7427849452394,701.6,500.0,0.0,2500.0,1.1805593967437744
427.67226957942825,584.6666666666666,500.0,0.0,3000.0,1.1923329830169678
427.01007618142614,501.14285714285717,500.0,0.0,3500.0,1.2036654949188232
431.8018279065734,438.5,500.0,0.0,4000.0,2.208678722381592
433.96240810448796,389.77777777777777,500.0,0.0,4500.0,1.2084872722625732
447.22718405587057,350.8,500.0,0.0,5000.0,1.188166856765747
431.262823162787,318.90909090909093,500.0,0.0,5500.0,1.1940224170684814
439.0046174632771,292.3333333333333,500.0,0.0,6000.0,1.188810110092163
437.4315871305853,269.84615384615387,500.0,0.0,6500.0,1.1930880546569824
437.51219666498565,250.57142857142858,500.0,0.0,7000.0,1.1916460990905762
438.8895202243266,233.86666666666667,500.0,0.0,7500.0,1.1899189949035645
442.5520606448948,219.25,500.0,0.0,8000.0,2.2817366123199463
442.5043214856137,206.35294117647058,500.0,0.0,8500.0,1.196821928024292
444.4660433598592,194.88888888888889,500.0,0.0,9000.0,1.1864423751831055
444.15189406129696,184.6315789473684,500.0,0.0,9500.0,1.1816978454589844
448.1112346040903,181.35,500.0,0.0,10000.0,1.1890676021575928
445.57995208608946,181.35,500.0,0.0,10500.0,1.1937384605407715
446.90127722035595,5.95,500.0,0.0,11000.0,1.1940627098083496
448.2314635594419,5.95,500.0,0.0,11500.0,1.189338207244873
450.30825409486914,40.45,500.0,0.0,12000.0,2.3142611980438232
454.9756962386954,40.45,500.0,0.0,12500.0,1.1962509155273438
455.82410410154097,40.45,500.0,0.0,13000.0,1.1839919090270996
458.39817390056504,717.8,500.0,0.0,13500.0,1.196362018585205
456.00888616099445,717.8,500.0,0.0,14000.0,1.1839964389801025
461.88052943309486,717.8,500.0,0.0,14500.0,1.1860630512237549
454.665868718191,717.8,500.0,0.0,15000.0,1.1851203441619873
460.96256234147467,717.8,500.0,0.0,15500.0,1.183506965637207
456.2600273443809,717.8,500.0,0.0,16000.0,2.289400100708008
455.7690551601392,717.8,500.0,0.0,16500.0,1.1977145671844482
458.0259044091408,717.8,500.0,0.0,17000.0,1.1800196170806885
458.7472214414489,717.8,500.0,0.0,17500.0,1.1851444244384766
455.34161179134253,741.5,500.0,0.0,18000.0,1.2131783962249756
453.67109557365745,741.5,500.0,0.0,18500.0,1.202270746231079
451.20460232778476,741.5,500.0,0.0,19000.0,1.2807121276855469
457.8550071755744,1147.6,500.0,0.0,19500.0,1.195997953414917
453.1266545768911,1141.65,500.0,0.0,20000.0,2.2989675998687744
456.9845588678536,1141.65,500.0,0.0,20500.0,1.1973814964294434
456.08655760775616,1141.65,500.0,0.0,21000.0,1.1958844661712646
456.11913417923205,1141.65,500.0,0.0,21500.0,1.1909217834472656
457.1894834432026,1107.15,500.0,0.0,22000.0,1.1889314651489258
455.53686665849165,1138.4,500.0,0.0,22500.0,1.188671350479126
456.7214282744429,1138.4,500.0,0.0,23000.0,1.1863698959350586
449.65859292633,463.3,500.0,0.0,23500.0,1.1902101039886475
452.0012039131061,463.3,500.0,0.0,24000.0,2.2861502170562744
444.7469253864776,561.15,500.0,0.0,24500.0,1.214977502822876
445.760879148272,561.15,500.0,0.0,25000.0,1.1910176277160645
447.370334807763,561.15,500.0,0.0,25500.0,1.1954424381256104
446.9354580299845,561.15,500.0,0.0,26000.0,1.1947846412658691
453.63160869556384,561.15,500.0,0.0,26500.0,1.1898319721221924
440.8839723210611,571.0,500.0,0.0,27000.0,1.1904714107513428
437.27550733549316,571.0,500.0,0.0,27500.0,1.1875698566436768
439.17519525317476,547.3,500.0,0.0,28000.0,2.2934985160827637
443.7857818172288,547.3,500.0,0.0,28500.0,1.1961157321929932
438.9712626626814,547.3,500.0,0.0,29000.0,1.1955132484436035
432.0659687695003,141.2,500.0,0.0,29500.0,1.1837213039398193
435.563652432122,141.2,500.0,0.0,30000.0,1.1939196586608887
432.68805512400286,141.2,500.0,0.0,30500.0,1.1873273849487305
435.51314738929176,141.2,500.0,0.0,31000.0,1.1840848922729492
