Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LagragianMultiplier,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
290.5262697024718,3203.36763974362,500.0,0.0,1,20000,11,0.0407162569463253,0.0,0.00029959999999999996,13.776674093599286,171188.44757008087,0.002161991965884109,64.15224885940552,8.999039888381958,73.15129137039185,-1.0604858147189589e-07,-3.0700682600581786e-06
287.0600454325784,2303.205,500.0,0.0,2,40000,1,0.1136421412229538,35.20592750000001,0.00029919999999999995,14.139863663081881,107697.9278827136,12.45742903480047,63.74399137496948,0.821063756942749,64.56505608558655,4.711151291303395e-08,2.148437488358468e-06
262.1734547414297,1330.13125,500.0,0.0,3,60000,1,0.028959445655345917,54.82676800000001,0.00029879999999999994,13.733412142041363,90117.08395009101,11.79458079458792,62.91779541969299,0.8826248645782471,63.80042243003845,-7.96318033735588e-08,4.174804871581728e-06
278.3684878544909,230.12875,500.0,0.0,4,80000,40,0.01300687063485384,57.06909335000001,0.00029839999999999993,2.1313839088512374,367.7852895778191,-0.06783281427254027,65.49571061134338,30.06663489341736,95.5623471736908,9.794235467097678e-08,-3.921508664461726e-07
297.48972884588983,119.49749999999999,500.0,0.0,5,100000,40,0.0060231853276491165,57.58708243250001,0.0002979999999999999,2.516140390413849,109.23413509330418,-0.046500130723926086,64.78156685829163,34.56763792037964,99.349205493927,7.820129432900558e-09,2.212524350397871e-07
303.2012716688409,28.575,500.0,0.0,6,120000,40,0.006696856580674648,56.71712206087501,0.0002975999999999999,1.0855413505453853,18.1935818509965,-0.028635923435050947,67.39465260505676,33.28598618507385,100.68064022064209,-9.870529282807183e-08,-3.051757957450718e-08
305.91567716292263,55.49499999999999,500.0,0.0,7,140000,40,0.006446063052862883,56.309707207831266,0.0002971999999999999,1.034444824587318,14.037335653018348,-0.03496590936792236,66.26278162002563,33.516329765319824,99.77911281585693,-1.4228821498818434e-07,-6.980896216646215e-08
313.7139314855299,0.4800000000000001,500.0,0.0,8,160000,40,0.006545265205204487,55.0851780974397,0.0002967999999999999,0.26660329139308087,16.87712423107292,-0.01882298593586193,68.5382034778595,36.60629892349243,105.1445050239563,-3.852844088214624e-08,5.187988350030537e-08
317.7191977626127,0.0,500.0,0.0,9,180000,40,0.00803827028721571,53.90217544256772,0.0002963999999999999,0.14843739252773266,3.734082541511029,-0.018609383783768862,63.63457107543945,33.39432239532471,97.0288953781128,-1.6174315931039018e-07,-8.087157965519509e-08
317.17776247465315,0.0,500.0,0.0,10,200000,40,0.007779266219586134,52.76582292043933,0.0002959999999999999,0.16272739287512966,3.512904772615131,-0.020735804603694456,64.23363971710205,32.88572025299072,97.11936163902283,-5.136490131008031e-07,1.0070800726680318e-07
317.7279731330555,0.0,500.0,0.0,11,220000,40,0.007529367692768574,51.673788024417355,0.00029559999999999987,0.11124689420331506,1.9691725056382674,-0.014879838159584876,67.18530058860779,32.92023730278015,100.10554075241089,5.723953222513956e-07,1.401901243980319e-07
319.41739964226747,0.0,500.0,0.0,12,240000,40,0.006634258199483156,49.47225237319649,0.00029519999999999986,0.10722426281463873,1.5804640235968783,-0.014054007766196575,67.9706358909607,32.8526611328125,100.82329893112183,-3.4999848708139325e-07,-9.136199707882042e-08
319.08844143206215,0.0,500.0,0.0,13,260000,40,0.007185711059719324,48.417969454869585,0.00029479999999999985,0.0866307439683359,1.1343215918050538,-0.014413125706686273,66.61547613143921,30.611609935760498,97.2270872592926,5.733489842896233e-07,5.779266487593304e-08
318.498442898944,0.0,500.0,0.0,14,280000,40,0.008533257059752941,47.50582723212611,0.00029439999999999984,0.08931136157222186,1.0673270202890228,-0.01329236995392697,65.96939826011658,35.81320762634277,101.78260731697083,2.59017951975693e-07,1.9598006772980625e-08
317.8006291428896,0.0,500.0,0.0,15,300000,40,0.009088120423257351,46.6267921205198,0.00029399999999999983,0.08740370167961603,0.8969341936179355,-0.011423206345629112,74.77548336982727,34.23006200790405,109.00554752349854,-7.2479249269008506e-09,1.478195232884616e-09
318.09003245918063,0.0,500.0,0.0,16,320000,40,0.008796880021691322,45.77920876449381,0.0002935999999999998,0.08325806196684701,0.9295898715340638,-0.011528572388939394,65.95462322235107,31.323766231536865,97.27839136123657,-4.0245055288323783e-08,1.277923544762416e-08
318.76091113844285,0.0,500.0,0.0,17,340000,40,0.008525770157575607,44.96150457626912,0.0002931999999999998,0.0935507728965788,0.8585384069930149,-0.012042676970212355,61.63992714881897,34.223827838897705,95.86375594139099,2.5520324697936303e-07,1.7166137400437265e-09
318.2677943542641,0.0,500.0,0.0,18,360000,40,0.0093662329018116,44.172185597455666,0.0002927999999999998,0.08556806476480222,1.3572127751157255,-0.013098712503037686,67.14613151550293,31.668198108673096,98.81433033943176,2.3422241213211237e-07,1.4495849853801701e-08
319.5860975614406,0.0,500.0,0.0,19,380000,40,0.00962395966053009,43.40983256758288,0.0002923999999999998,0.1163916163122918,1.568095383085782,-0.016606725703577123,65.32159662246704,35.07283020019531,100.39442777633667,6.599426427555954e-08,0.0
318.8791578718889,0.0,500.0,0.0,20,400000,40,0.009092053398489952,42.67309718920374,0.0002919999999999998,0.08229040575885697,1.102004434187201,-0.01104519194768612,60.31703996658325,33.99934411048889,94.31638503074646,-7.123946943465853e-08,-1.907348723406699e-09
318.99490083831466,0.0,500.0,0.0,21,420000,40,0.010309992358088493,41.96069857974355,0.00029159999999999977,0.11657973316179801,0.6096762699605544,-0.009719745694995634,68.37537503242493,35.14342546463013,103.518803358078,-1.4896393452090706e-07,1.6975402417074292e-08
318.08314560923856,0.0,500.0,0.0,22,440000,40,0.010412575677037239,41.27141990075637,0.00029119999999999976,0.08723204158765228,0.8764573068558416,-0.009547708406558119,64.62611865997314,32.24847173690796,96.87459135055542,1.5258788677030566e-09,1.907348723406699e-09
318.3381009990344,0.0,500.0,0.0,23,460000,40,0.00887561310082674,40.60410515571855,0.00029079999999999975,0.10338640332080518,0.6759319697377048,-0.007760449853295437,63.82049918174744,32.49227213859558,96.31277275085449,9.040832793516529e-08,1.277923544762416e-08
318.4454964867712,0.0,500.0,0.0,24,480000,40,0.01077339518815279,39.957656147932624,0.00029039999999999974,0.0966661567245669,0.8063569918652124,-0.00945881594733565,73.08131980895996,33.08116030693054,106.1624813079834,-2.632141082870021e-08,0.0
319.26844444921153,78.825,500.0,0.0,25,500000,29,0.022715367376804352,40.51340459053599,0.00028999999999999973,0.1897678590175992,70.55956753800915,-0.3105264223985202,63.97845482826233,25.70318341255188,89.68164014816284,-4.959106547630654e-08,-1.2207030941624453e-08
319.55003815997424,0.0,500.0,0.0,26,520000,40,0.01050584763288498,39.88590311100919,0.0002895999999999997,0.08831237334097865,224.96719709770588,-0.13761466112565485,68.69753575325012,31.94301152229309,100.64054822921753,3.786087177104491e-08,7.934570334100499e-08
318.66278962097465,0.0,500.0,0.0,27,540000,40,0.01188427023589611,39.27727670545873,0.0002891999999999997,0.09728565892511154,81.75766831892955,-0.13427812005098486,66.10159850120544,33.79834771156311,99.89994859695435,2.727508530142586e-08,-2.166748060972168e-07
