Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Steps,Time
471.42526636582227,0.0,500.0,0.0,500.0,1.1896569728851318
466.5607906183257,0.0,500.0,0.0,1000.0,1.1781001091003418
483.49051936908154,0.0,500.0,0.0,1500.0,1.182832956314087
385.3029510204979,0.0,500.0,0.0,2000.0,1.1912689208984375
412.13933471843956,0.0,500.0,0.0,2500.0,1.1791484355926514
388.37676531448824,0.0,500.0,0.0,3000.0,1.2177760601043701
407.61264720704185,0.0,500.0,0.0,3500.0,1.1865198612213135
425.0348360989451,0.0,500.0,0.0,4000.0,2.306326389312744
427.77001657377764,0.0,500.0,0.0,4500.0,1.2017343044281006
437.5580992662608,0.0,500.0,0.0,5000.0,1.1813890933990479
412.45404465120595,0.0,500.0,0.0,5500.0,1.1810650825500488
417.3236549152138,0.0,500.0,0.0,6000.0,1.1931135654449463
423.5110421398142,0.0,500.0,0.0,6500.0,1.1774988174438477
421.1504484132981,0.0,500.0,0.0,7000.0,1.183335542678833
428.4229822468153,0.0,500.0,0.0,7500.0,1.1760075092315674
429.1823376537858,0.0,500.0,0.0,8000.0,2.291856288909912
429.00996321517135,0.0,500.0,0.0,8500.0,1.1893079280853271
428.19124145453065,0.0,500.0,0.0,9000.0,1.1787519454956055
436.36665643155857,0.0,500.0,0.0,9500.0,1.1928699016571045
435.3370621282873,0.0,500.0,0.0,10000.0,1.1935851573944092
437.896137182857,0.0,500.0,0.0,10500.0,1.187403678894043
436.9018186568639,0.0,500.0,0.0,11000.0,1.1908109188079834
435.46094487234234,0.0,500.0,0.0,11500.0,1.1855194568634033
452.6516450322216,0.0,500.0,0.0,12000.0,2.305845022201538
451.6927582006666,0.0,500.0,0.0,12500.0,1.1884357929229736
462.0510697006529,0.0,500.0,0.0,13000.0,1.1817371845245361
445.78112174837395,2648.2,500.0,0.0,13500.0,1.1993818283081055
443.6206817936597,2648.2,500.0,0.0,14000.0,1.1858413219451904
443.7471973868563,2648.2,500.0,0.0,14500.0,1.183621883392334
441.7956147323707,2648.2,500.0,0.0,15000.0,1.179870367050171
455.45418286146395,2648.2,500.0,0.0,15500.0,1.1789963245391846
456.70005695788205,2648.2,500.0,0.0,16000.0,2.2684831619262695
454.8422440200985,2648.2,500.0,0.0,16500.0,1.1893813610076904
452.7356367386724,3662.95,500.0,0.0,17000.0,1.193861484527588
446.88121953574654,3662.95,500.0,0.0,17500.0,1.2081513404846191
448.2813330647132,3662.95,500.0,0.0,18000.0,1.1911101341247559
447.90243281744836,3662.95,500.0,0.0,18500.0,1.2405810356140137
449.8618960353584,3662.95,500.0,0.0,19000.0,1.2858920097351074
449.5332658906101,3662.95,500.0,0.0,19500.0,1.198493480682373
451.5570127501658,3662.95,500.0,0.0,20000.0,2.313525438308716
446.3630907533332,3662.95,500.0,0.0,20500.0,1.205930471420288
448.79317875766503,3662.95,500.0,0.0,21000.0,1.1926259994506836
449.98995901759724,3662.95,500.0,0.0,21500.0,1.1951072216033936
450.14228262734485,3662.95,500.0,0.0,22000.0,1.189432144165039
450.6602759015333,3662.95,500.0,0.0,22500.0,1.1876111030578613
447.79676928419167,3662.95,500.0,0.0,23000.0,1.1831531524658203
459.9644511021371,1014.75,500.0,0.0,23500.0,1.1895532608032227
455.36612049099347,1014.75,500.0,0.0,24000.0,2.2978532314300537
457.88219378644527,1014.75,500.0,0.0,24500.0,1.1975398063659668
453.93213235943483,1014.75,500.0,0.0,25000.0,1.1937038898468018
459.36259737100215,1014.75,500.0,0.0,25500.0,1.196946620941162
461.22439372130214,1014.75,500.0,0.0,26000.0,1.2013342380523682
462.88095502144927,1014.75,500.0,0.0,26500.0,1.201038122177124
469.2013875924824,34.95,500.0,0.0,27000.0,1.1932594776153564
472.1331806991376,34.95,500.0,0.0,27500.0,1.185863733291626
470.4751075613275,34.95,500.0,0.0,28000.0,2.2934584617614746
470.8324873452467,34.95,500.0,0.0,28500.0,1.196293592453003
473.86444125226,34.95,500.0,0.0,29000.0,1.1889004707336426
467.2785355657219,34.95,500.0,0.0,29500.0,1.187084674835205
471.7362195355475,34.95,500.0,0.0,30000.0,1.1895089149475098
473.4302065605395,34.95,500.0,0.0,30500.0,1.187347650527954
