Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LagragianMultiplier,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
319.8046068440443,0.0,500.0,1,20000,40,0.010226720944046974,0.0,0.00029959999999999996,2.566894261260478,0.0013524011712608348,-0.00480305287299288,47.803741693496704,49.42073917388916,97.2244827747345,2.232551565839458e-07,-3.8146971692576415e-10
318.9475888058002,0.0,500.0,2,40000,40,0.012974720448255539,0.0,0.00029919999999999995,0.5640754317489867,0.00046255899393645014,-0.010628469302133953,48.06430435180664,49.851853132247925,97.9161593914032,3.590583830259675e-08,2.205371857355587e-10
319.1831969127281,849.3669999999998,500.0,3,60000,40,0.013572989962995052,0.021179569885134697,0.00029879999999999994,1.2181355610001867,55252.05443506013,-0.0418187998205471,48.18101358413696,50.23448324203491,98.41549754142761,2.4375916041208257e-07,-1.2451172324290383e-06
319.58011263999737,441.558,500.0,4,80000,40,0.011420557275414467,0.04583534225821495,0.00029839999999999993,0.3545503480687214,4.249673505008411,-0.006395089958830493,48.44658184051514,49.50565814971924,97.95224094390869,2.519607562589954e-07,9.155273872352154e-09
319.73223467616407,0.0,500.0,5,100000,40,0.010927673429250717,0.06615079939365387,0.0002979999999999999,0.5908805116463584,42.294029318467494,-0.004745868071784472,48.244181871414185,51.26169681549072,99.50587964057922,2.8562546106059017e-08,1.678466787780053e-08
320.46746373400254,695.356,500.0,6,120000,40,0.009947601705789566,0.09105577319860458,0.0002975999999999999,1.1161380128238718,46784.03803606711,-0.13617775220090683,48.62346172332764,50.62023854255676,99.24370121955872,1.2998580700696039e-07,2.9296876391526894e-07
319.6122998384209,463.76899999999995,500.0,7,140000,40,0.009009849280118942,0.11771880090236664,0.0002971999999999999,0.26891418850055326,8.914623185697074,-0.005287023794459039,48.82671332359314,50.62702298164368,99.45373821258545,-1.1591911430741675e-07,-1.3885498617582925e-07
319.9965210425436,389.39450000000005,500.0,8,160000,40,0.006355204153805971,0.14520353078842163,0.0002967999999999999,0.5976698489865652,82148.02698884947,-0.0773098025161523,48.425113677978516,50.194742918014526,98.61985754966736,-1.8472671570179955e-07,-1.6113281162688509e-06
319.9617393531513,1502.916,500.0,9,180000,40,0.008995553478598595,0.17409083247184753,0.0002963999999999999,0.18938709405450205,65.13151342807868,-0.017022683947702674,48.51404356956482,50.700345277786255,99.21438932418823,7.991791051153996e-08,7.934570334100499e-08
319.51461174173676,116.5395,500.0,10,200000,40,0.011191683821380138,0.20063869655132294,0.0002959999999999999,0.18212902873349837,19.405490075894438,-0.014871875005707252,48.526150941848755,50.57091808319092,99.09707021713257,3.376007029487482e-08,1.5258788721439487e-07
319.4137267069717,139.70250000000001,500.0,11,220000,40,0.0071661584079265594,0.22537976503372192,0.00029559999999999987,3.0549964429507144,10218.351164944637,-0.04835623809918999,48.439051151275635,50.13971138000488,98.57876324653625,-2.651214536797397e-08,1.5869140952418093e-06
320.04875885325725,620.9,500.0,12,240000,40,0.01177043654024601,0.251573383808136,0.00029519999999999986,0.6643597980383962,387.3630330667709,-0.03302715999392656,48.317875623703,50.694825887680054,99.0127022266388,-3.938674808523501e-08,-3.6621094068323146e-07
320.3198647077637,15.522499999999999,500.0,13,260000,40,0.009838473051786423,0.2751083970069885,0.00029479999999999985,0.35849035042948046,432.975344912465,-0.05138472944695931,48.45908260345459,48.914774656295776,97.3738579750061,3.747939913978371e-08,-1.4038086249001935e-07
319.987161543032,0.0,500.0,14,280000,40,0.011441914364695549,0.296161413192749,0.00029439999999999984,0.20648229226184348,667.2847818301509,-0.07093935672271127,48.83725070953369,48.785629749298096,97.62288165092468,2.4962425015928602e-08,-3.784179796184617e-07
