Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_ewc,Loss/Loss_safety,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-639.1377443139875,0.0,1000.0,1,20000,40,0.013441167771816254,0.00029925,21.162990157787032,0.002557026041546478,-0.013272090389124734,0.0,0.0,6.099517583847046,51.46019458770752,57.55971431732178,2.1200179389779805e-07,-8.821487429422348e-10
-626.6758460409096,0.0,1000.0,2,40000,40,0.011669131927192211,0.0002985,31.27133365804776,0.00032408455706946476,-0.014108868120067095,0.0,0.0,6.798993349075317,51.5688579082489,58.36785268783569,8.993148981062404e-08,-1.1816621015015016e-09
-598.6077957516203,0.0025,1000.0,3,60000,40,0.015495572239160538,0.00029775,35.28514096401751,0.000667991431605907,-0.017657223561876854,0.0,0.25,7.845654487609863,49.87378263473511,57.7194390296936,2.3460387410523253e-08,1.0684132467631002e-09
-550.4013538952468,0.05250000000000001,1000.0,4,80000,40,0.017777228727936745,0.000297,32.955824797755234,0.0006117422566010867,-0.020677723497272836,0.0,0.25,8.073164939880371,50.80899453163147,58.882161378860474,-4.47273258430414e-08,2.3841859042583735e-10
-503.9961458434426,0.045000000000000005,1000.0,5,100000,36,0.020137831568717957,0.00029625,44.033970789999074,8.940191047069331e-05,-0.02206020087642112,0.0,0.0,10.522441387176514,47.455890417099,57.97833442687988,3.0899048653054706e-08,9.588897453838285e-10
-466.3757318276395,0.0,1000.0,6,120000,31,0.020309967920184135,0.0002955,38.82828158382827,3.5657132073952304e-06,-0.022374864277675308,0.0,0.0,8.474245071411133,40.84010553359985,49.31435179710388,1.7213821479344915e-08,1.9669532669297496e-10
-426.2901453627554,0.0,1000.0,7,140000,31,0.021161632612347603,0.00029475000000000004,34.14456433157915,2.469248698413652e-06,-0.023224447644044507,0.0,0.0,6.562710523605347,39.64139008522034,46.204103231430054,3.600120646041205e-09,-7.718801708911371e-10
-357.32793568000886,0.027500000000000004,1000.0,8,160000,23,0.020319560542702675,0.00029400000000000004,34.50472593102162,0.0004356754885620402,-0.0225281604690003,0.0,0.25,8.793838500976562,29.71926212310791,38.513102531433105,6.675719976811934e-10,8.992850908384753e-10
-275.99816081608043,0.0225,1000.0,9,180000,26,0.021808961406350136,0.00029325000000000005,33.38173745580257,1.1820206215545015e-06,-0.02224815825103288,0.0,0.0,9.125292301177979,33.477657318115234,42.60295248031616,1.239776614703203e-09,-1.1203810101889644e-09
-251.61480647316438,0.05750000000000001,1000.0,10,200000,19,0.02028764598071575,0.00029250000000000006,35.18537305707147,0.000865255071722025,-0.02154619733602365,0.0,0.5,12.421694993972778,24.802992343902588,37.224689960479736,2.727508530142586e-08,-1.1920929521291868e-10
-255.83067319166443,0.05250000000000001,1000.0,11,220000,19,0.020569955930113792,0.00029175000000000007,26.551812336948792,0.00043271128433630023,-0.021573775580470148,0.0,0.25,14.235907793045044,25.2057945728302,39.441704988479614,7.629394338515283e-10,-5.364417798858767e-10
-212.72174627663807,0.07500000000000002,1000.0,12,240000,16,0.02111322432756424,0.0002910000000000001,29.346306537477354,0.0004328175560134988,-0.021118838477008694,0.0,0.25,12.916460275650024,21.745877027511597,34.662338733673096,3.2234190427971043e-08,-2.1979212894152056e-10
-154.03030231579802,0.075,1000.0,13,260000,14,0.021593376994132996,0.0002902500000000001,30.098453195276786,0.0021091932807910433,-0.01958082853623044,0.0,0.75,11.83707332611084,18.967472076416016,30.804547548294067,-1.1205673056124965e-09,-6.943940977777174e-10
-106.6372102996047,0.22000000000000003,1000.0,14,280000,16,0.020453276112675667,0.0002895000000000001,35.05798502928152,0.0012932691406512026,-0.019924445648741993,0.0,0.75,7.698167324066162,21.248027801513672,28.946197509765625,-1.1062621929625038e-08,2.5928020841448074e-10
-52.91838907514765,0.15250000000000002,1000.0,15,300000,17,0.021631265059113503,0.0002887500000000001,35.727184028783206,0.004737174842095896,-0.020994459460910393,0.0,1.75,7.615058660507202,22.407478094100952,30.022538661956787,2.1934509764065524e-09,-1.1354684970044104e-09
-30.220702339007026,0.35250000000000004,1000.0,16,320000,10,0.020044153556227684,0.0002880000000000001,28.758248970531426,0.0017212440497895803,-0.016815754409712818,0.0,1.0,8.213390350341797,13.328062534332275,21.541454553604126,-1.0633468328080653e-08,4.4852493941149874e-10
