Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_ewc,Loss/Loss_safety,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-662.8204883380112,0.0,1000.0,1,20000,40,0.013959376141428947,0.00029925,22.875593181578115,0.0024261064759657208,-0.012625855224552198,0.0,0.0,6.037410736083984,51.40024471282959,57.43765735626221,-1.935958806598137e-07,-4.768371808516747e-10
-633.0310262102976,0.0,1000.0,2,40000,40,0.016004079952836037,0.0002985,26.130767995176225,0.00025499675881850105,-0.015442842705723511,0.0,0.0,6.770909309387207,51.4444420337677,58.215352296829224,8.096694870118881e-08,4.1723249855074585e-11
-585.1054186803456,0.0,1000.0,3,60000,40,0.015212207101285458,0.00029775,31.58655560892611,2.3975449768474793e-05,-0.0164042388731796,0.0,0.0,7.099534034729004,52.99263954162598,60.092175006866455,4.2057038740495045e-08,-4.120171148702667e-10
-538.9334142233058,0.0,1000.0,4,80000,40,0.018531395122408867,0.000297,36.26201007998409,4.449474247688597e-07,-0.02128212576019414,0.0,0.0,6.9204559326171875,52.38873505592346,59.30919313430786,-1.1348724626714102e-08,3.784894897496116e-10
-471.1626491820078,0.034999999999999996,1000.0,5,100000,40,0.020144525915384293,0.00029625,27.5178463676867,0.0008597315748629991,-0.023237199430333855,0.0,0.5,7.513714551925659,51.91862607002258,59.43234205245972,-8.77380390562621e-09,1.1026859286777935e-10
-461.5471760633448,0.13,1000.0,6,120000,28,0.020468423143029213,0.0002955,30.4319021627817,0.0008625727066884056,-0.02181467389274943,0.0,0.5,6.383392572402954,36.78759956359863,43.17099356651306,2.0980834847250662e-08,5.066394873076696e-11
-412.56130504537987,0.035,1000.0,7,140000,25,0.020861823111772537,0.00029475000000000004,27.285489029564417,8.872833926018963e-08,-0.023452155117879802,0.0,0.0,7.022168159484863,32.73038148880005,39.75255084037781,1.3780593555168252e-08,-8.745119212116848e-11
-363.59033828119925,0.0,1000.0,8,160000,20,0.020740175619721413,0.00029400000000000004,27.48251583081084,6.179399827643852e-08,-0.021223765964985798,0.0,0.0,7.167501211166382,26.144866704940796,33.31236958503723,1.907348723406699e-09,1.6600824881418674e-10
-318.92893019938384,0.0,1000.0,9,180000,22,0.020864397287368774,0.00029325000000000005,22.53585319203275,4.245819255218385e-08,-0.022015497565048746,0.0,0.0,7.051745176315308,29.730521202087402,36.782267332077026,-3.8146971692576415e-10,-2.3907051338589724e-10
-287.1236553017579,0.0,1000.0,10,200000,14,0.02092442847788334,0.00029250000000000006,15.986530400367155,3.136732694530675e-08,-0.02025917129967717,0.0,0.0,14.53489899635315,18.235129833221436,32.7700309753418,1.3160705414350105e-08,-2.2817402481334348e-11
