Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LagragianMultiplier,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-648.8618909515941,0.0,1000.0,0.0,1,20000,40,0.009918545372784138,0.0,0.00029925,29.352435012835606,0.0019528789490572203,-0.01168439739478669,11.215647220611572,39.073766469955444,50.28941631317139,-1.3828277412031298e-09,-2.7418137205081905e-10
-634.8329024268901,0.0,1000.0,0.0,2,40000,40,0.010417190380394459,0.0,0.0002985,22.963331288896548,0.0001156973018085085,-0.01341490537817234,11.146265983581543,37.04340219497681,48.189669609069824,-8.549690022618961e-08,-2.369284768377611e-10
-563.9555455913126,0.0,1000.0,0.0,3,60000,40,0.011043133214116096,0.0,0.00029775,23.061674833145872,1.4471290573328009e-05,-0.012620904454835364,13.645979404449463,41.06869912147522,54.71468186378479,6.694794052464204e-08,-3.911554760649416e-11
-534.6672331340693,0.0,1000.0,0.0,4,80000,40,0.010897270403802395,0.0,0.000297,24.82873803901065,1.6455607528555563e-07,-0.013794620958480178,13.916038751602173,39.87994170188904,53.79598259925842,-7.896423426245747e-08,-3.427267150635238e-11
-503.67061534997237,0.015,1000.0,0.0,5,100000,40,0.010867691598832607,0.0,0.00029625,21.607723611023776,0.0004348087859926567,-0.014122473237447286,12.17936635017395,35.7278892993927,47.907256841659546,3.356933575560106e-08,-2.0712613568729665e-10
-436.4675439979328,0.035,1000.0,0.0,6,120000,40,0.011081119067966938,0.0,0.0002955,19.82345531298097,1.1426136988302315e-07,-0.013202164050934623,11.341516017913818,35.91565823554993,47.25717639923096,-1.831054774470431e-08,3.847293594816392e-10
-426.5337167334536,0.0,1000.0,0.0,7,140000,40,0.013560221530497074,0.0,0.00029475000000000004,15.737947909695327,7.824886618006414e-08,-0.0164337947988767,13.754537105560303,35.482969522476196,49.23750901222229,3.814697446813398e-09,7.585622407990655e-11
-391.37903925066917,0.0,1000.0,0.0,8,160000,40,0.012069789692759514,0.0,0.00029400000000000004,18.073058226761546,5.470000505654247e-08,-0.013876787767594288,11.9448721408844,36.63695693016052,48.58183002471924,-5.912780931538464e-09,-5.904585154148378e-11
-343.9979108626212,0.0,1000.0,0.0,9,180000,40,0.012751083821058273,0.0,0.00029325000000000005,14.697791972813333,3.8738732381858924e-08,-0.016759486374027053,11.586610794067383,33.8830451965332,45.46965718269348,1.7166137400437265e-09,1.3723037983748299e-10
-302.95434977742633,0.0,1000.0,0.0,10,200000,40,0.012797572650015354,0.0,0.00029250000000000006,17.074113983181633,2.7107076208022583e-08,-0.015650912222992273,11.720683097839355,34.743295431137085,46.463979721069336,1.4257430791531078e-08,8.693896297318204e-11
-259.31743881223997,0.0,1000.0,0.0,11,220000,40,0.01413222961127758,0.0,0.00029175000000000007,16.100595288595578,1.8758703516503546e-08,-0.016920846140243494,11.627995252609253,33.97421312332153,45.60221028327942,-2.2697449253428204e-08,-7.690396236492703e-11
-225.18021871810242,0.0,1000.0,0.0,12,240000,40,0.013562374748289585,0.0,0.0002910000000000001,18.788102455199905,1.3240335996732909e-08,-0.01543311489183177,13.185628175735474,37.57074522972107,50.756375551223755,3.356933575560106e-08,-2.954620922923645e-11
-190.0844530961636,0.0,1000.0,0.0,13,260000,40,0.01397186703979969,0.0,0.0002902500000000001,18.578161796339,8.882759153351866e-09,-0.01709365470317833,10.922364473342896,34.17221689224243,45.094582319259644,-1.4209747156712638e-08,1.2489036194107683e-10
-134.24980737637853,0.0,1000.0,0.0,14,280000,40,0.01607421413064003,0.0,0.0002895000000000001,18.40837850403634,6.245142019658859e-09,-0.018265932464358918,11.347557783126831,38.71296834945679,50.06052851676941,1.1825561863076928e-08,-3.629829770090964e-11
-108.09367012299313,0.0,1000.0,0.0,15,300000,40,0.013705315068364143,0.0,0.0002887500000000001,20.481973573356676,4.30571498108876e-09,-0.01674153036830923,11.521578073501587,34.519174575805664,46.040754079818726,4.234313877304885e-08,3.760214795783812e-12
-57.086995978411665,0.0,1000.0,0.0,16,320000,40,0.017221637070178986,0.0,0.0002880000000000001,17.782038136348604,3.1267315416564844e-09,-0.019880853194497217,11.375468730926514,38.05786681175232,49.43333721160889,-2.9182434246877165e-08,-5.3492842100322235e-11
15.808465170977263,0.08000000000000003,1000.0,0.0,17,340000,40,0.01596391387283802,0.0,0.0002872500000000001,22.15730718715935,0.0014675347775529792,-0.01837364543061763,11.4360671043396,38.89731049537659,50.3333785533905,-2.6702879907247734e-09,2.0861624927537292e-11
46.052307255717565,0.057500000000000016,1000.0,0.0,18,360000,40,0.01743142306804657,0.0,0.00028650000000000013,18.640926938907356,0.00043127036986112023,-0.01998732476320954,11.516812324523926,40.81691336631775,52.33372759819031,5.350112886048919e-08,1.2367963597714748e-10
