Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-689.8786395385061,0.0,1000.0,0.0,1,20000,44,0.007820392958819866,0.00029925,36.89303230992395,0.003344873710791942,0.498214726721047,11.557179689407349,37.56618142127991,49.123364210128784,-5.41687015243042e-08,-2.6822091214739885e-09
-662.6292941258058,0.0,1000.0,0.0,2,40000,44,0.006130586378276348,0.0002985,39.535652835569394,0.00033834137330228923,0.18729728611959925,11.483726501464844,37.12183451652527,48.605563163757324,1.577377304329275e-07,-1.2233852819676372e-09
-633.5894032672979,0.0,1000.0,0.0,3,60000,44,0.006246721372008324,0.00029775,49.27834409838853,0.0002682359724381461,0.10627147860214718,11.355490922927856,36.073042154312134,47.428534507751465,2.8419494313425275e-08,7.703900295474853e-10
-602.2872288907095,0.0,1000.0,0.0,4,80000,44,0.005536435637623072,0.000297,45.42763460299774,0.00025800218893015723,0.056496177625711644,11.503821611404419,37.74014663696289,49.243972063064575,3.340244347782573e-08,-2.8036535315578703e-09
-565.3592899063174,0.0,1000.0,0.0,5,100000,44,0.006076444406062365,0.00029625,44.63542975051494,0.0002743073481095417,0.03133081239001114,11.228609323501587,36.77570343017578,48.004313945770264,-4.959106458812812e-09,1.5586614221518857e-09
-531.6620240922715,0.06750000000000002,1000.0,0.0,6,120000,44,0.005939412862062454,0.0002955,44.670736000096156,0.00080011695303532,0.023534997117194433,11.481378078460693,37.386987924575806,48.86836767196655,-3.433227480087453e-09,1.3194978443209493e-09
-533.206227844622,0.0325,1000.0,0.0,7,140000,44,0.006317004561424255,0.00029475000000000004,45.40045016599333,0.00035378107508634817,0.019175040130887954,11.395933151245117,36.74002742767334,48.13596200942993,-3.5667419240326126e-08,1.3656914488180405e-09
-518.0987941779309,0.0,1000.0,0.0,8,160000,44,0.006466548889875412,0.00029400000000000004,40.965586913057244,0.0003177015205500579,0.0052639852074040285,11.66824221611023,36.37149262428284,48.03973650932312,9.393692046444357e-09,5.777925360384017e-10
-517.9855502518146,0.0,1000.0,0.0,9,180000,44,0.006779989693313837,0.00029325000000000005,46.61820173867141,0.0003431074575941065,0.005632603779607705,11.50967025756836,35.967708349227905,47.47738003730774,-1.7929076889799944e-08,1.0441988385068157e-09
-515.7581214883531,0.0,1000.0,0.0,10,200000,44,0.007505723740905523,0.00029250000000000006,47.704500658191115,0.00029524025114026294,0.0031249367044737584,11.312578439712524,37.26968431472778,48.582265853881836,3.433227480087453e-09,-1.408159699956002e-10
-504.24723846345404,0.04250000000000001,1000.0,0.0,11,220000,44,0.007445193361490965,0.00029175000000000007,45.72566500138084,0.0005403118436979649,0.001033856462633936,11.172935009002686,37.812623023986816,48.985560178756714,0.0,2.123415471233514e-10
-491.96810103241404,0.0075000000000000015,1000.0,0.0,12,240000,44,0.008250439539551735,0.0002910000000000001,48.79154159888299,0.000273417259939879,0.005416066254855115,11.423624515533447,36.6033833026886,48.027010440826416,-3.528594971768939e-09,-5.938112779269034e-10
-488.543335642156,0.0,1000.0,0.0,13,260000,44,0.00803657341748476,0.0002902500000000001,41.53797720600738,0.000284976020950159,-0.01131842488927233,11.181379556655884,37.334394454956055,48.51577544212341,-1.1444091896350983e-08,6.09457484479492e-10
-495.5361209501043,0.0125,1000.0,0.0,14,280000,44,0.007100267801433802,0.0002895000000000001,42.17208802274785,0.0005397794754893111,-0.0033013038535163524,11.371607780456543,36.330198526382446,47.701807737350464,2.479553229406406e-09,1.820176787070693e-09
-473.77242817566656,0.0375,1000.0,0.0,15,300000,44,0.00782688893377781,0.0002887500000000001,40.54365574751131,0.00030744060836198874,-0.0017072083855849468,11.219374656677246,36.9807071685791,48.2000834941864,8.964538444899972e-09,1.2181698705315824e-10
-458.73859634965464,0.0,1000.0,0.0,16,320000,44,0.006975960452109575,0.0002880000000000001,41.442775650046364,0.000286861949138637,-0.0012621843943529643,11.809899806976318,36.935951471328735,48.745853662490845,6.866454960174906e-09,4.6007334053577154e-10
-458.74014098739406,0.015,1000.0,0.0,17,340000,44,0.008203319273889065,0.0002872500000000001,39.962116286998786,0.0005513628842623265,0.0028568919499663815,11.17979884147644,37.59152007102966,48.771321058273315,-8.01086397217432e-09,-1.491606282932878e-09
-460.8239570019782,0.035,1000.0,0.0,18,360000,44,0.007641162723302841,0.00028650000000000013,42.35798039233314,0.0002752899046034404,-0.0045942200723016295,11.23419976234436,37.17183542251587,48.40603852272034,7.820129432900558e-09,-1.0136514960734644e-09
-454.02004989482657,0.0,1000.0,0.0,19,380000,44,0.007547622546553612,0.00028575000000000014,40.99680962140047,0.0003257494626654649,0.0040667867864041625,11.251567363739014,37.383490562438965,48.63506007194519,1.907348723406699e-09,2.7567148216944837e-11
-427.03515340954766,0.0,1000.0,0.0,20,400000,44,0.008129938505589962,0.00028500000000000015,37.4363103115929,0.0002734016076072302,0.0003864020227735393,11.492841005325317,37.209871768951416,48.702714681625366,4.1961669694501325e-09,5.826353843829679e-10
-415.3822705868979,0.0,1000.0,0.0,21,420000,44,0.008464036509394646,0.00028425000000000016,39.22707941233083,0.00024826018272529213,-0.005846743164806422,11.219700813293457,37.93942403793335,49.15912699699402,2.6702879907247734e-09,6.742775227053244e-10
-422.0405318804361,0.005,1000.0,0.0,22,440000,44,0.008977845311164856,0.00028350000000000017,35.267863161681845,0.0004684075570183831,-0.0062978552587805115,11.93492841720581,37.84806966781616,49.78299951553345,-1.1444092340440193e-09,-1.3485550454106487e-09
-420.0979664139055,0.06250000000000001,1000.0,0.0,23,460000,44,0.008603829890489578,0.0002827500000000002,34.08261350658052,0.00047218437213104874,-0.000322820397120819,11.365246057510376,37.997541189193726,49.36279034614563,-9.53674295089968e-09,-5.230307853487659e-10
-408.25712319768456,0.0325,1000.0,0.0,24,480000,44,0.008752420544624329,0.0002820000000000002,38.18287296317115,0.00024001867621627668,4.282257971391339e-05,11.393264055252075,36.92566800117493,48.318934202194214,-4.291534239087014e-09,1.2919306735525993e-09
