Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_ewc,Loss/Loss_safety,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-630.8565042963511,0.0,1000.0,0.0,1,20000,36,0.010377482511103153,0.00029925,27.438833541213345,0.0016030355633290523,-0.011169486281436061,0.0,0.0,13.193317413330078,64.62069725990295,77.81401896476746,1.638412499005426e-07,4.768371808516747e-10
-640.3017137887871,0.0,1000.0,0.0,2,40000,36,0.01062418706715107,0.0002985,26.37272864992753,0.00013173740670990159,-0.012581246153081716,0.0,0.0,14.319610834121704,64.49758863449097,78.81720209121704,-1.8925666722680035e-07,-3.8258732293350306e-10
-597.5961107481266,0.0,1000.0,0.0,3,60000,36,0.01167580671608448,0.00029775,22.89349999756182,4.208578445257006e-06,-0.012780306364603361,0.0,0.0,15.110948324203491,62.71361684799194,77.82456827163696,3.929138259195497e-08,2.719461981992577e-11
-555.2531058085549,0.0,1000.0,0.0,4,80000,36,0.012626384384930134,0.000297,27.73461979942877,1.0505949012476718e-06,-0.01383452958840299,0.0,0.0,13.682634353637695,65.10299324989319,78.78563117980957,-9.965896552444065e-09,3.034248963196262e-10
-499.38499684874444,0.03500000000000001,1000.0,0.0,5,100000,36,0.012765868566930294,0.00029625,24.20186746268565,0.00035571195581206446,-0.013664029160023355,0.0,0.25,13.647528648376465,65.0038013458252,78.65133333206177,-4.558563304613017e-08,3.7550926257345907e-10
-472.976036933526,0.015000000000000003,1000.0,0.0,6,120000,36,0.012553452514111996,0.0002955,24.71166518405688,5.049899043531353e-07,-0.014098648767230932,0.0,0.0,14.474472999572754,64.5190544128418,78.9935314655304,-1.4305114870438729e-09,3.3434480184446613e-10
-439.5569419890313,0.0,1000.0,0.0,7,140000,36,0.014196319505572319,0.00029475000000000004,21.68680987376713,3.4690033356569964e-07,-0.016588942570494303,0.0,0.0,14.548399686813354,65.0694055557251,79.61781001091003,-2.6226043559063328e-08,-2.736225690469496e-10
-384.43871958470334,0.0,1000.0,0.0,8,160000,36,0.014369357377290726,0.00029400000000000004,22.24701021815345,2.4303578758119314e-07,-0.016791888309863685,0.0,0.0,13.919028043746948,65.40753078460693,79.32656168937683,-5.2452087118126656e-09,-5.941838132628163e-10
-351.71328202424587,0.025,1000.0,0.0,9,180000,36,0.015536668710410595,0.00029325000000000005,17.344682663054936,0.00043274303793541227,-0.017642631958487396,0.0,0.25,13.589722156524658,64.08391833305359,77.67364168167114,-4.959106458812812e-09,6.705522248573459e-11
-319.34891506359844,0.05250000000000001,1000.0,0.0,10,200000,36,0.016035089269280434,0.00029250000000000006,16.978464591532767,0.00043286415349061397,-0.017633978563379383,0.0,0.25,13.785704851150513,64.74430322647095,78.5300121307373,1.0490417423625331e-09,-3.8146971692576415e-10
-294.01173556745186,0.0225,1000.0,0.0,11,220000,36,0.015216650441288948,0.00029175000000000007,17.99709003467614,5.69338908025043e-08,-0.017144205287751173,0.0,0.0,14.161360740661621,65.24345469474792,79.40481853485107,-9.870529282807183e-09,-7.44126704699255e-11
-249.5335010532462,0.0,1000.0,0.0,12,240000,36,0.017146876081824303,0.0002910000000000001,16.977337195173323,3.887639409384782e-08,-0.01825434403686125,0.0,0.0,13.947562217712402,66.18513464927673,80.13270139694214,2.4175644597335122e-08,1.0137446437852304e-10
-214.64773969276456,0.0,1000.0,0.0,13,260000,36,0.016657918691635132,0.0002902500000000001,12.578272644915732,2.6801660730472242e-08,-0.019157682722503004,0.0,0.0,13.471450328826904,65.18984794616699,78.66130208969116,1.9454956756703723e-08,-8.041970561700751e-11
-189.12168919855836,0.0,1000.0,0.0,14,280000,36,0.01916705258190632,0.0002895000000000001,13.059107307766531,1.947857182668684e-08,-0.021270378760234406,0.0,0.0,13.664392709732056,64.48891258239746,78.15330934524536,-4.0340424334317504e-08,-6.405170838164054e-11
-157.71572381508338,0.0,1000.0,0.0,15,300000,36,0.01717195101082325,0.0002887500000000001,15.733425141269533,1.3665219443610033e-08,-0.01916848780785019,0.0,0.0,14.046295404434204,66.0519757270813,80.0982756614685,-4.3725968623675726e-08,-4.332978420507061e-11
-112.57732844927776,0.0,1000.0,0.0,16,320000,36,0.018126366659998894,0.0002880000000000001,12.800940746358831,9.926768277099378e-09,-0.02005232377985329,0.0,0.0,13.856717109680176,65.25572419166565,79.11244559288025,-5.340575981449547e-09,1.2246891868683552e-11
-94.1449625868099,0.0,1000.0,0.0,17,340000,33,0.020638760179281235,0.0002872500000000001,11.72809551549057,6.941321155323514e-09,-0.02100054799851024,0.0,0.0,13.612900972366333,59.22736144065857,72.84026551246643,-4.8446654687950286e-08,-4.915054821474918e-11
-37.68684105328053,0.0,1000.0,0.0,18,360000,36,0.01933140866458416,0.00028650000000000013,13.398041291697295,4.9476909113523175e-09,-0.021074913921165103,0.0,0.0,13.591004610061646,64.9652647972107,78.55627298355103,2.956390465769232e-09,-4.481989866050862e-12
12.179591540753666,0.0,1000.0,0.0,19,380000,36,0.01864270679652691,0.00028575000000000014,15.01454981248515,3.535663242559126e-09,-0.0209353374713646,0.0,0.0,13.762107372283936,65.37353682518005,79.13564682006836,-1.1634826435624745e-08,2.5203917078386873e-11
35.097260055888825,0.015,1000.0,0.0,20,400000,25,0.02074446715414524,0.00028500000000000015,14.240067356036494,0.00043351738338350817,-0.019276965682844097,0.0,0.25,13.912930011749268,44.98659658432007,58.8995316028595,-5.197525076994225e-09,-2.525746833903497e-10
89.98306481467402,0.035,1000.0,0.0,21,420000,34,0.020137926563620567,0.00028425000000000016,16.339952773963613,4.4780196089336544e-10,-0.019928657394254347,0.0,0.0,14.053414821624756,60.988481521606445,75.04189968109131,1.2969971407983394e-07,6.225309330532003e-12
136.93183486633794,0.03750000000000001,1000.0,0.0,22,440000,32,0.02078259363770485,0.00028350000000000017,18.025581194569888,0.0004343340625661144,-0.02151258174593511,0.0,0.25,13.858459234237671,58.87704873085022,72.73551273345947,1.4591217123438582e-08,1.7285346765039122e-10
171.7973392469427,0.0125,1000.0,0.0,23,460000,30,0.020424839109182358,0.0002827500000000002,18.81538347360044,4.4221340124506074e-10,-0.02103750011422478,0.0,0.0,13.815625190734863,55.72128891944885,69.53691744804382,4.868507375022091e-08,9.892391593380179e-12
244.61139103932533,0.14000000000000004,1000.0,0.0,24,480000,19,0.020292244851589203,0.0002820000000000002,21.01649577521027,0.002407257251014668,-0.01727152970724111,0.0,1.0,13.97983694076538,34.95149350166321,48.931334257125854,2.2792816523065085e-08,-4.678964438120659e-10
323.4110256646142,0.08000000000000002,1000.0,0.0,25,500000,16,0.02022075280547142,0.0002812500000000002,25.362848353652527,0.00043200253897737235,-0.014649460205254844,0.0,0.25,13.582847595214844,29.856863260269165,43.43971562385559,9.155273872352154e-09,-3.427267150635238e-11
372.50379481052494,0.26,1000.0,0.0,26,520000,26,0.02060968056321144,0.0002805000000000002,23.581548736616327,0.004682177189767396,-0.018453394886650765,0.0,2.25,13.805954456329346,46.961724281311035,60.76768207550049,9.536743617033494e-10,-2.503394991304475e-10
414.42377279262956,0.465,1000.0,0.0,27,540000,27,0.021135326474905014,0.0002797500000000002,32.275926988656074,0.0038109364167443825,-0.016072940519992043,0.0,1.75,13.60265851020813,49.04880356788635,62.65146565437317,-6.818771680627833e-08,1.2695788864647284e-09
538.9240602069528,0.51,1000.0,0.0,28,560000,23,0.02033122256398201,0.0002790000000000002,32.32977101868731,0.010929748870145,-0.01694969297186185,0.0,4.75,14.097463369369507,42.43562602996826,56.533095598220825,-1.0318755983007577e-07,9.417533419764368e-10
537.4952715184136,0.9924999999999999,1000.0,0.0,29,580000,26,0.020514095202088356,0.00027825000000000023,38.244234485748095,0.021362857385049578,-0.0162107217850923,0.0,6.0,14.219481706619263,47.277613401412964,61.49709916114807,-4.1961669694501325e-08,-1.7493962944925556e-09
573.6507585987462,1.2425,1000.0,0.0,30,600000,15,0.02060016058385372,0.00027750000000000024,27.122039386436455,0.011058510372548336,-0.016436604343263453,0.0,5.25,13.828487157821655,28.069713354110718,41.89820337295532,7.820129432900558e-09,3.5166741740866314e-10
659.8894085238221,1.9675,1000.0,0.0,31,620000,23,0.020015712827444077,0.00027675000000000025,34.543136738955866,0.03941901337290788,-0.017021215533283205,0.0,12.75,13.900791645050049,42.63513422012329,56.53593063354492,9.727478378351861e-09,1.5497207961345794e-09
725.1542878465538,2.245,1000.0,0.0,32,640000,20,0.020361989736557007,0.00027600000000000026,41.84789366584997,0.07914923968347022,-0.014660026287059702,0.0,13.5,13.968115329742432,36.90110921859741,50.869227170944214,-1.125335735707722e-08,-2.3484230116110894e-09
776.8365716160454,2.9349999999999996,1000.0,0.0,33,660000,18,0.020887667313218117,0.00027525000000000027,41.70752996462306,0.06630501391089735,-0.014828607964669617,0.0,15.75,13.84558892250061,35.171804666519165,49.017395973205566,2.3651123726153855e-08,-3.933906533859499e-10
811.6654223757993,4.0125,1000.0,0.0,34,680000,9,0.021798579022288322,0.0002745000000000003,51.85270236187638,0.07393507764519007,-0.011284591519347542,0.0,22.5,13.696951866149902,16.681610822677612,30.378566026687622,-1.0337829792206321e-07,1.7523765771798594e-09
922.097880539269,5.384999999999999,1000.0,0.0,35,700000,12,0.020619504153728485,0.0002737500000000003,50.4157414827357,0.10627953141245344,-0.012562081624599545,0.0,29.0,13.084256887435913,20.756421327590942,33.840681076049805,6.408691177739456e-08,-5.483627441016381e-10
871.4489683280406,6.615,1000.0,0.0,36,720000,17,0.020444253459572792,0.0002730000000000003,51.233115603972635,0.17159370485090422,-0.013095497166520179,0.0,35.25,13.61902666091919,29.51948881149292,43.138519287109375,5.035400363340159e-08,-6.818771325356465e-09
933.837618324524,7.225000000000001,1000.0,0.0,37,740000,13,0.022928357124328613,0.0002722500000000003,46.539632792084944,0.15046153934093404,-0.011889032696818479,0.0,38.25,13.033034801483154,23.63338804244995,36.666428565979004,5.054473817267535e-08,-7.605552632128365e-09
1016.0877353535928,8.4125,1000.0,0.0,38,760000,13,0.020251652225852013,0.0002715000000000003,45.452071542381276,0.15033045719872312,-0.01165421412887844,0.0,42.0,12.644913911819458,22.173768997192383,34.81868600845337,1.7929076889799944e-08,-5.292892346631106e-09
1004.0742820498235,8.4775,1000.0,0.0,39,780000,15,0.02020648866891861,0.0002707500000000003,58.62828247184063,0.17181843426336432,-0.012454745010795177,0.0,50.25,12.097638845443726,26.955713272094727,39.053356647491455,1.7356873271978657e-08,1.5497207961345794e-09
1109.0699604227423,12.4075,1000.0,0.0,40,800000,10,0.023396503180265427,0.00027000000000000033,57.26359446345808,0.3290844413966607,-0.01016210333128778,0.0,71.75,13.492048025131226,16.21377968788147,29.705832958221436,-1.277923544762416e-08,-9.465217942761228e-09
1227.2164013262645,18.832500000000003,1000.0,0.0,41,820000,10,0.020370110869407654,0.00026925000000000034,87.04306150381558,0.468658212179574,-0.009613729445315813,0.0,110.25,12.897478580474854,18.69310688972473,31.590590238571167,-7.629394338515283e-10,1.0108947456899386e-08
