Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-357.122102217664,0.6676384530731946,114.92626823053848,0.0,1,20000,40,0.016651397570967674,0.00029925,238.96717664944097,0.16521697895610318,-0.024372112548637827,13.967884063720703,47.49003052711487,61.45791578292847,-1.7027855392370839e-07,5.531310964812519e-09
-309.05536325522314,0.8508064516129032,106.85591397849463,0.0,2,40000,40,0.016737962141633034,0.0002985,273.16130418015746,0.28424910002673703,-0.021822750821825675,14.15916395187378,47.46446490287781,61.623629331588745,3.910064805268121e-08,1.6212463593845428e-09
-466.36386377879796,0.9591304347826086,171.0052173913043,0.0,3,60000,33,0.0207196231931448,0.00029775,263.26868700789555,0.1905194138872729,-0.02451910652471451,14.315908670425415,39.249638080596924,53.565547704696655,7.543563640410866e-08,4.053115898461357e-10
-299.4490661004566,0.76045197740113,115.36694915254236,0.0,4,80000,30,0.021278830245137215,0.000297,428.20538982029797,0.27606695204481274,-0.025320625203984957,14.477736234664917,36.35754728317261,50.83528447151184,-1.2493133638713516e-08,1.9073485846288207e-10
-249.7525121265718,1.003804347826087,101.48423913043477,0.0,5,100000,24,0.020617395639419556,0.00029625,498.9652667426454,0.3212726807136969,-0.023444963816113978,14.531091690063477,29.029881477355957,43.56097388267517,-1.8262863221707448e-08,-1.8119812317252126e-09
-352.84647638938804,1.2022222222222223,149.21592592592592,0.0,6,120000,17,0.020181996747851372,0.0002955,371.0765614917327,0.33258038756186087,-0.021403993462754796,14.602427005767822,20.852282524108887,35.454710483551025,-2.7656554824062596e-09,-4.053115898461357e-10
-306.3984451422481,1.1990384615384617,136.5721153846154,0.0,7,140000,19,0.0203473549336195,0.00029475000000000004,385.3380555761789,0.41551934744318947,-0.021764683416443692,14.706862211227417,23.244717121124268,37.951580286026,6.484985437538171e-09,3.8146971692576415e-10
-237.02539583633717,1.0230994152046784,111.71929824561404,0.0,8,160000,17,0.022152012214064598,0.00029400000000000004,386.00507966263626,0.31796057368902597,-0.022876460621687585,14.540210723876953,20.93560218811035,35.47581386566162,-7.915496702537439e-09,1.1920929521291868e-10
-178.01636036325533,0.9516806722689075,87.60084033613445,0.0,9,180000,15,0.021230852231383324,0.00029325000000000005,500.95372966079793,0.44262795518841735,-0.02143449895135975,14.677126407623291,18.4354305267334,33.112558126449585,4.959106458812812e-09,-7.629394338515283e-10
-199.531853958867,0.9953804347826088,103.02907608695651,0.0,10,200000,13,0.020260781049728394,0.00029250000000000006,417.13629509079044,0.3987278586904008,-0.02027582228427506,14.571787357330322,15.870553731918335,30.442341804504395,8.964538444899972e-09,-1.5258788677030566e-09
-221.97186030931366,1.2384615384615383,120.85739644970415,0.0,11,220000,13,0.021785635501146317,0.00029175000000000007,331.822910939777,0.400950139810959,-0.020243710204082298,14.692281484603882,15.94262409210205,30.634906768798828,-5.054473728449693e-09,-2.3841859042583735e-10
-205.86358648541378,0.855952380952381,117.1202380952381,0.0,12,240000,8,0.020780403167009354,0.0002910000000000001,363.28094022037885,0.3478421738293891,-0.01439625998481382,14.53506326675415,9.781250953674316,24.316314935684204,-1.19209286886246e-09,2.6226043559063328e-09
-201.03852522310896,0.9903846153846154,118.00032051282054,0.0,13,260000,10,0.020227985456585884,0.0002902500000000001,282.5195587365391,0.20468571271580724,-0.018704112104776974,14.624160528182983,12.22278904914856,26.84695029258728,6.151199549719877e-09,1.3589859237939095e-09
-167.0896861498713,0.5471153846153846,105.7201923076923,0.0,14,280000,12,0.020636070519685745,0.0002895000000000001,323.166245016681,0.1681016608854484,-0.019330720282840386,14.680264234542847,14.842408657073975,29.52267360687256,1.4078617383006531e-08,-2.3722648290203097e-09
-131.81404201378047,1.2086497890295356,85.36666666666666,0.0,15,300000,12,0.020469609647989273,0.0002887500000000001,387.2191663260658,0.5199326990366664,-0.01997769823146853,14.629916191101074,14.703263521194458,29.33318018913269,-1.0120868587648602e-08,5.722046170220096e-10
-130.9960744199438,0.9917410714285714,90.30290178571428,0.0,16,320000,9,0.02010638825595379,0.0002880000000000001,310.4744715936056,0.41736781145659246,-0.015764870262484274,14.801276206970215,11.072290420532227,25.873567581176758,-9.155273872352154e-09,-1.3113021779531664e-10
-153.59438207871517,0.933433734939759,112.18313253012049,0.0,17,340000,9,0.021709522232413292,0.0002872500000000001,214.30019676308706,0.2703940050109803,-0.017925636279408283,14.883766412734985,11.183034658432007,26.06680178642273,-1.7023086940071153e-08,8.583068700218632e-10
-130.70763691429121,0.8929906542056076,100.45327102803738,0.0,18,360000,8,0.021174199879169464,0.00028650000000000013,234.41852258188655,0.3711567173872631,-0.015251597093426423,14.597820043563843,9.937106609344482,24.534927368164062,2.574920721087892e-09,-8.583068700218632e-10
-88.95912754139727,1.2378731343283582,74.46641791044776,0.0,19,380000,10,0.020049238577485085,0.00028575000000000014,232.73356029766435,0.8927366101275237,-0.018339066774608156,14.683873891830444,12.526318073272705,27.210192918777466,5.57899459963096e-09,1.287460360543946e-09
-96.91446171496091,0.8074418604651162,85.02697674418604,0.0,20,400000,9,0.021197114139795303,0.00028500000000000015,221.02451592317743,0.38151924668377835,-0.018530015740113814,14.711386442184448,11.189194679260254,25.90058207511902,-1.6355514276256145e-08,5.7220459481754915e-09
-111.58576776668748,0.9287735849056605,99.60919811320755,0.0,21,420000,11,0.02137206494808197,0.00028425000000000016,197.64709232894273,0.3640487569306103,-0.01962757874520957,14.747123956680298,13.844715356826782,28.591840505599976,7.0095063087194376e-09,6.43730180271973e-10
-113.9792627077424,0.7202631578947368,108.24736842105263,0.0,22,440000,7,0.02062448300421238,0.00028350000000000017,170.72385537771262,0.26451166712057095,-0.015379150740892402,14.70978307723999,8.608968734741211,23.31875252723694,-2.803802523487775e-08,-3.337859988405967e-10
-86.12986266324205,0.9618834080717489,88.16210762331839,0.0,23,460000,8,0.020634248852729797,0.0002827500000000002,173.38115730224706,0.44207871021381534,-0.016555735711030625,14.701769590377808,10.06107783317566,24.762848138809204,0.0,-4.768371461572052e-11
-114.64926993130413,1.2658064516129033,122.72741935483872,0.0,24,480000,4,0.021745814010500908,0.0002820000000000002,151.7816558539296,0.4592817553464835,-0.008820608616605722,14.677653789520264,4.967027902603149,19.64468264579773,1.668930060816365e-08,-4.0143728341490714e-09
-82.66950459181791,1.1059360730593604,97.51643835616437,0.0,25,500000,8,0.02039739303290844,0.0002812500000000002,158.60008224968712,0.4361346169782523,-0.014832584667927065,14.601079940795898,9.923849821090698,24.524930715560913,2.2029876589613195e-08,-7.39097616442308e-10
-59.969393295330796,0.9853846153846153,74.83538461538461,0.0,26,520000,6,0.021023621782660484,0.0002805000000000002,147.84660079354802,0.5379079336457201,-0.012668956828581842,14.781644582748413,7.429102897644043,22.210748195648193,4.386901952813105e-09,-1.6212463593845428e-09
-51.835616405774516,0.7194642857142858,67.41517857142857,0.0,27,540000,9,0.02215643599629402,0.0002797500000000002,135.11802815121456,0.33582452919108036,-0.01792627299137686,14.692386150360107,11.121978759765625,25.81436562538147,4.386901952813105e-09,5.292892346631106e-09
-52.49778693938833,0.6372964169381107,70.55,0.0,28,560000,7,0.021063288673758507,0.0002790000000000002,136.68819987594347,0.42013023403315497,-0.014995505736816874,14.715571641921997,8.661987781524658,23.37756037712097,1.4972686201986107e-08,-4.673004205812958e-09
-67.93745720484097,1.2462566844919787,100.78502673796793,0.0,29,580000,4,0.02002466656267643,0.00027825000000000023,102.1845965126452,0.517649836507968,-0.008174189303543408,14.638542175292969,4.923888921737671,19.562431573867798,1.2302399099439754e-08,2.1934509764065524e-09
