Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_ewc,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-292.45808049771466,1.3244952315423508,95.58447778173482,1,20000,40,0.016761889681220055,0.00029925,243.53286427232786,0.3593000641955545,-0.024207670246615423,0.0,16.916898727416992,48.42818784713745,65.34508872032166,-9.193420424935539e-08,7.939338964035869e-09
-421.5176780341244,1.165357142857143,143.46035714285713,2,40000,40,0.017882222309708595,0.0002985,223.02984561920167,0.34726315019384457,-0.02418459821630049,0.0,22.463942289352417,48.54840326309204,71.01234722137451,-3.1661986810149756e-08,4.339218317994664e-09
-306.38800282560203,0.9084239130434782,113.19266304347825,3,60000,40,0.019693057984113693,0.00029775,341.1520906990709,0.3258469815185954,-0.026124540974662012,0.0,25.799368381500244,49.11142945289612,74.91079926490784,6.351471171228695e-08,-2.00271599304358e-09
-221.5182596485502,1.1309426229508197,85.09098360655739,4,80000,36,0.020717430859804153,0.000297,508.1274247486032,0.4322108504470513,-0.025552346758173503,0.0,24.70155382156372,43.47029423713684,68.1718499660492,-2.0313262183435654e-08,1.3828277412031298e-09
-262.0257189515594,0.8389240506329114,107.30284810126581,5,100000,21,0.0202640388160944,0.00029625,419.57141138700956,0.22910558905638953,-0.023139375223493817,0.0,24.23163866996765,25.716269493103027,49.94791078567505,-3.204345588869728e-08,-4.291534350109316e-10
-264.6792526425131,1.1349282296650718,111.72153110047844,6,120000,23,0.020445218309760094,0.0002955,502.7236227551373,0.4045540783468932,-0.0241039713473952,0.0,25.867159128189087,28.511295318603516,54.378456830978394,-9.727478378351861e-09,1.6212463593845428e-09
-181.5540136897476,0.7810572687224671,79.61740088105726,7,140000,18,0.02054179459810257,0.00029475000000000004,500.0294821904744,0.4353422955264373,-0.02374493400029042,0.0,17.731788396835327,21.787092208862305,39.51888179779053,-9.441375681262798e-09,-3.8146971692576415e-10
-238.92578244866857,1.1450495049504952,109.19480198019801,8,160000,16,0.020823154598474503,0.00029400000000000004,460.11238627388076,0.5238210936761297,-0.022425837039558093,0.0,17.815104246139526,19.001529455184937,36.816635847091675,-3.6239624634504253e-09,5.149841442175784e-09
-222.8048155220399,1.3784482758620689,107.03448275862068,9,180000,12,0.022461915388703346,0.00029325000000000005,441.68705823043155,0.4397341654049798,-0.019063370231156167,0.0,16.48891043663025,14.554292440414429,31.04320454597473,4.291534350109316e-10,-5.507469147403299e-09
-224.0978060006046,0.9391891891891891,110.88864864864865,10,200000,10,0.02040388435125351,0.00029250000000000006,398.13775025632816,0.24389906140109793,-0.01818549633792307,0.0,24.88019609451294,11.920448780059814,36.800647020339966,4.291534239087014e-09,2.0980834847250662e-09
