Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_ewc,Loss/Loss_safety,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-299.0805566554264,1.3244952315423508,95.58447778173482,1,20000,40,0.017235586419701576,0.00029925,255.9568014419117,0.3601556318211027,-0.02423909803057988,0.0,4.0,9.763251304626465,50.16639995574951,59.92965364456177,-6.103515914901436e-08,7.939338964035869e-09
-369.1792637332526,0.794871794871795,124.04102564102563,2,40000,40,0.018337208777666092,0.0002985,248.01661905160728,0.23523175071913022,-0.024236081247389043,0.0,4.5,9.846770763397217,51.72614645957947,61.57291793823242,-4.806518560940276e-08,-3.0994415922691587e-09
-322.78581251913135,1.3419254658385091,115.49813664596273,3,60000,40,0.020192183554172516,0.00029775,317.42969072664886,0.4005933917576846,-0.02667966894424199,0.0,9.0,11.374816656112671,50.947264671325684,62.322083711624146,-5.583763140748488e-08,-1.3685226285531371e-08
-382.83576328949124,0.8646258503401361,146.41020408163268,4,80000,26,0.02074425108730793,0.000297,356.46050256357404,0.17570292535605325,-0.024253649721703747,0.0,4.5,19.324081897735596,34.32867121696472,53.65275478363037,1.4305114870438729e-09,-1.1444092340440193e-09
-251.30333100306242,0.9522831050228311,102.71986301369864,5,100000,27,0.020250841975212097,0.00029625,477.7986702197347,0.29995447121372787,-0.023831879254843792,0.0,3.5,14.587437868118286,35.17875337600708,49.76619267463684,9.775162013170302e-09,6.675719976811934e-10
-220.69841987951193,0.8470873786407767,92.47621359223301,6,120000,23,0.020085306838154793,0.0002955,509.82021643046056,0.35288011728873775,-0.025126422910468144,0.0,4.0,15.684427976608276,29.818099975585938,45.50252985954285,-1.0633468328080653e-08,-7.629394338515283e-10
-254.8772684704007,0.9178362573099415,110.46637426900585,7,140000,19,0.02033933252096176,0.00029475000000000004,447.2337724959247,0.28259667088857854,-0.022593542859429622,0.0,6.75,14.960315704345703,24.413939476013184,39.37425756454468,2.565383994124204e-08,4.291534350109316e-10
-251.19490621971485,1.366208791208791,114.68736263736263,8,160000,16,0.02006654068827629,0.00029400000000000004,421.9711395376407,0.5337599181747154,-0.021799501578380075,0.0,9.0,14.523341417312622,20.656666040420532,35.18000912666321,7.820129432900558e-09,1.0299682884351569e-08
-190.42416598611575,0.8860091743119265,90.85344036697249,9,180000,14,0.0204508937895298,0.00029325000000000005,438.5736689164942,0.38318139595706024,-0.018973965895044884,0.0,12.25,18.251870155334473,17.386034965515137,35.637906551361084,4.8398973717667104e-09,1.0490417423625331e-09
-211.18877454950294,1.1116402116402118,104.72883597883597,10,200000,13,0.0201870147138834,0.00029250000000000006,444.6647812230899,0.42226430276877086,-0.01929469101161175,0.0,2.0,17.851439714431763,16.64010977745056,34.491551876068115,1.0204315614714687e-08,2.6226043559063328e-09
-188.31398737053115,0.775681818181818,97.60113636363636,11,220000,13,0.020517919212579727,0.00029175000000000007,464.7534753551469,0.2710091968108876,-0.02146620087418957,0.0,3.75,19.09906840324402,16.609966278076172,35.70903658866882,5.531310964812519e-09,-3.3855438452690123e-09
-199.19289404960392,1.1514970059880236,110.24790419161675,12,240000,12,0.02185305766761303,0.0002910000000000001,399.12700863920463,0.4177356674172246,-0.018943382101592184,0.0,3.75,16.861551761627197,15.68790316581726,32.54945707321167,7.724762163263676e-09,-6.198883073516015e-10
-155.31871967341894,0.8408695652173913,87.79847826086957,13,260000,11,0.020499562844634056,0.0002902500000000001,368.2494496243865,0.29017914844946807,-0.017840855015912982,0.0,1.25,17.342265129089355,14.359484195709229,31.70175075531006,8.964538444899972e-09,1.2636184321124233e-09
-126.2168612699961,0.965017667844523,75.73568904593638,14,280000,10,0.020516162738204002,0.0002895000000000001,454.15095957795654,0.506591855137112,-0.01820226238472179,0.0,2.0,18.80653166770935,12.964018106460571,31.770551204681396,-2.803802523487775e-08,9.536743617033494e-10
-110.1668621048981,0.9403914590747331,68.46245551601423,15,300000,12,0.020116135478019714,0.0002887500000000001,369.9074826306555,0.545518669622124,-0.019872716317946116,0.0,8.75,18.945693969726562,15.35710597038269,34.30280113220215,5.912780931538464e-09,-1.239776614703203e-09
-116.13666358745974,1.0242805755395683,72.87949640287769,16,320000,10,0.020637981593608856,0.0002880000000000001,342.7462243077092,0.49799956793126204,-0.01669315205464443,0.0,5.5,12.559555053710938,12.919616937637329,25.4791738986969,-2.2888184680880386e-09,-1.5258788677030566e-09
-139.9986052468924,0.9965753424657534,92.08744292237444,17,340000,11,0.020737646147608757,0.0002872500000000001,295.1065572029001,0.44983758987285977,-0.019124167469540307,0.0,3.75,17.167155027389526,14.003063678741455,31.170220136642456,-1.358985901589449e-08,1.3589859237939095e-09
-104.43925455454084,1.1812949640287769,70.53758992805756,18,360000,12,0.021098477765917778,0.00028650000000000013,328.53023274333333,0.5603389421356911,-0.020870354700004395,0.0,0.5,16.109647274017334,15.502571821212769,31.612221002578735,4.76837147544984e-09,-3.528594971768939e-09
