Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
319.5213079790922,0.0,500.0,0.0,1,20000,0.0045473557,3.426304803879116,0.0019155801654184839,-1.2741088539769407e-07,52.030630588531494,11.047891855239868,63.07852625846863,1.2893676171188417e-07,9.536742923144104e-11,1.3113206624984741,0.3300992548465729,0.011630859225988388,0.05479344353079796,0.25173041224479675,1.0
321.0057721663505,1039.3,500.0,0.0,2,40000,0.003653838,1.5090984458930956,40038.498742990945,5.45864077139413e-06,50.72773003578186,11.46810245513916,62.19583344459534,-4.152298060944304e-07,5.566406343859853e-06,1.0460143089294434,0.3137853145599365,0.01827908679842949,0.057695817202329636,0.3530430495738983,1.0
316.02868725799135,1123.0,493.525,0.0,3,60000,0.0035809597,1.1841472708474332,49841.70066805434,1.9340516246302286e-06,51.81352472305298,10.054677248001099,61.868202924728394,3.140926310152281e-07,2.8564452350110514e-06,1.1001815795898438,0.34725749492645264,0.016523459926247597,0.07233303785324097,0.2884311079978943,1.0
318.83738074285236,2.2,500.0,0.0,4,80000,0.0014253922,0.631485940011355,14.303390408476321,-4.86898443341488e-07,51.76887822151184,10.577441692352295,62.34632086753845,4.918098284178996e-07,-9.155273872352154e-09,0.6209424734115601,0.41012880206108093,0.051871299743652344,0.0865536481142044,0.6604939699172974,1.0
310.9670806520852,776.0975000000001,494.125,0.0,5,100000,0.003371914,1.5836397945023954,25116.530852705375,1.6426563433924457e-06,51.35784673690796,11.365893363952637,62.723743200302124,5.531310875994677e-08,2.6977538709616056e-06,0.7301074862480164,0.3265693783760071,0.0375194326043129,0.08560400456190109,0.4940103590488434,1.0
312.3291849371475,1061.2024999999999,500.0,0.0,6,120000,0.0016483419,0.9311369541449288,23652.058535954595,-9.98878476821119e-07,51.23793649673462,11.54073691368103,62.77867650985718,6.899833948637024e-08,-8.178710686479462e-07,0.7359158992767334,0.33025574684143066,0.036929503083229065,0.09182176738977432,0.4737480580806732,1.0
317.61352010681986,902.1475,500.0,0.0,7,140000,0.0039981594,1.5257475042447877,26670.027736766195,3.603458367251733e-07,51.432652950286865,11.937272071838379,63.36992621421814,-1.6403198799253005e-07,4.1503906800244295e-07,0.8734135627746582,0.31993454694747925,0.026217423379421234,0.07543547451496124,0.38247150182724,1.0
319.07536050508713,396.93625000000003,500.0,0.0,8,160000,0.0033686662,0.6353620229342494,13334.994545653833,-6.418466682589496e-07,51.2005136013031,10.788120031356812,61.98863482475281,1.9788741312254388e-08,-6.103515488575795e-07,1.2155357599258423,0.3600761294364929,0.0135361198335886,0.05637863650918007,0.2815454602241516,1.0
318.71190835992485,67.00125,500.0,0.0,9,180000,0.0053181467,0.22794271124818455,55.04873445651021,-2.1438597741507692e-07,52.218271017074585,11.921185970306396,64.13945865631104,1.204490729378449e-07,-9.155273517080786e-08,0.8470250368118286,0.31325894594192505,0.027876440435647964,0.08691525459289551,0.400120347738266,1.0
317.1477147624748,854.365,500.0,0.0,10,200000,0.0035758263,3.046406249330638,51710.064565684166,-2.271318635393982e-06,52.2972149848938,10.190984725952148,62.488201379776,5.178451445431165e-08,-1.9531250927684596e-06,1.1297729015350342,0.32123473286628723,0.01566922292113304,0.0579439178109169,0.30400213599205017,1.0
318.5099135562923,1075.8875,500.0,0.0,11,220000,0.0051634223,1.782740679906961,58649.23203766308,2.1059991013316903e-06,51.57762169837952,10.52138376235962,62.09900689125061,1.754760781125242e-08,2.233886789326789e-06,0.926866888999939,0.29103928804397583,0.02328065037727356,0.07734811305999756,0.3301059901714325,1.0
320.99455715816964,572.6625,500.0,0.0,12,240000,0.005854395,0.9151281936861837,751.7637867071377,3.6725998597830767e-07,50.68704009056091,12.36117672920227,63.04821753501892,-2.1457672971791908e-08,4.272461069376732e-07,1.3501951694488525,0.2888629138469696,0.01097075454890728,0.05921962857246399,0.21414220333099365,1.0
320.5848078333805,0.0,500.0,0.0,13,260000,0.0065741315,0.22605248636807115,366.69096788644026,2.72178652949151e-07,50.34494686126709,10.55617904663086,60.901126861572266,-1.3179779045913165e-07,8.69750991228102e-08,0.705278754234314,0.2501532733440399,0.04020760953426361,0.1311313509941101,0.35468706488609314,1.0
319.38176801101014,0.0,500.0,0.0,14,280000,0.0055229147,0.14233117137378015,72.15841215212886,-1.0910034120570344e-07,51.629008054733276,11.680865049362183,63.309874296188354,2.0694731972525915e-07,5.7983399415206804e-08,1.1198176145553589,0.294613778591156,0.015949061140418053,0.07723473012447357,0.2630908787250519,1.0
318.4346278130978,0.0,500.0,0.0,15,300000,0.002223187,0.16803356020833357,48.30864334289258,-5.421638249458738e-08,51.40169048309326,12.114046096801758,63.515738010406494,5.991459062215654e-08,7.629394893626795e-09,1.402716875076294,0.39192718267440796,0.01016458123922348,0.045499056577682495,0.279405802488327,1.0
319.9242229209651,0.0,500.0,0.0,16,320000,0.0020739825,0.17560492477620754,54.45303268920119,9.899139286062564e-08,51.41149711608887,10.010628938674927,61.42212748527527,-4.97818000155803e-08,9.155273872352154e-09,0.7066576480865479,0.3957848846912384,0.040050849318504333,0.08237418532371521,0.5600801706314087,1.0
320.5546218748653,0.0,500.0,0.0,17,340000,0.0048953863,0.3163216211020756,56.565801877640304,6.685257147864831e-08,51.96704339981079,11.066288232803345,63.03333520889282,-6.389618079083448e-08,0.0,1.041357159614563,0.3330400586128235,0.018442949280142784,0.06949015706777573,0.31981346011161804,1.0
317.9404790252514,865.665,500.0,0.0,18,360000,0.0017668472,5.478110762887869,11860.132747751302,-3.3632277336437255e-06,52.557766914367676,10.391804218292236,62.94957208633423,-1.8119812317252126e-09,-2.83203121398401e-06,0.5611865520477295,0.37428712844848633,0.0635060966014862,0.1139908954501152,0.656552791595459,1.0
317.8779113868417,724.185,500.0,0.0,19,380000,0.0052322904,0.7540226126726443,544.3637279693311,-1.224041028535794e-07,51.51334834098816,11.721235752105713,63.234585762023926,-1.668930060816365e-08,-7.629394360719743e-08,0.9891470670700073,0.2903518080711365,0.02044127881526947,0.07464244961738586,0.3257907032966614,1.0
