Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_ewc,Loss/Loss_safety,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
246.21263366567274,38.15,500.0,0.0,1,20000,36,0.006910896394401789,0.00029959999999999996,6750.0204210306865,196.9345234497667,-0.010630636107414415,0.0,640.5,52.360822439193726,52.2226984500885,104.58352327346802,-5.984306383766125e-09,-1.136779772537011e-07
313.10672514075685,25.9,500.0,0.0,2,40000,36,0.006795522291213274,0.00029919999999999995,37.65690099554025,35.53493498947589,-0.004016192179593682,0.0,0.0,56.976579427719116,57.94344091415405,114.9200234413147,-8.735656820135773e-08,7.171630755919978e-08
216.60205177039535,46.059999999999995,500.0,0.0,3,60000,36,0.008670049719512463,0.00029879999999999994,6057.953200297255,58.390544384432296,-0.00896053838876764,0.0,658.0,57.176127672195435,51.68314981460571,108.85928010940552,2.717971847587819e-09,-3.50952149119621e-07
349.2037646655574,19.74,500.0,0.0,4,80000,36,0.00664977403357625,0.00029839999999999993,55.33267029371928,77.91439389716999,-0.003912623431735246,0.0,0.0,54.897141456604004,52.10247993469238,106.99962401390076,6.599426427555954e-08,-2.3498535028920742e-07
458.54565869028465,0.0,500.0,0.0,5,100000,36,0.007243051193654537,0.0002979999999999999,8.133506329422687,77.75334723401163,-0.006343717338598473,0.0,0.0,56.88363742828369,53.22715210914612,110.1107919216156,-1.1911392050478753e-07,1.1596679883041361e-07
-439.3866701006833,176.09874999999997,500.0,0.0,6,120000,36,0.015846138820052147,0.0002975999999999999,139959.81361944086,4867.02899330243,-0.008394736390455319,0.0,99.25,58.13991832733154,53.07837414741516,111.21829557418823,3.98159016867794e-09,-2.0141601453360636e-07
425.639193874149,6.45125,500.0,0.0,7,140000,36,0.007924499921500683,0.0002971999999999999,30.932089643822014,39.16807736853653,-0.005840305094548491,0.0,0.0,58.031909704208374,57.11729836463928,115.1492109298706,4.882812376649781e-08,1.8615722296999593e-07
463.4336236836074,0.0,500.0,0.0,8,160000,36,0.0109104597941041,0.0002967999999999999,16.562377834345458,63.16027552674415,-0.005944459179254632,0.0,0.0,57.15117621421814,53.26606726646423,110.41724562644958,-3.743171550496527e-09,-1.5258788721439487e-07
425.4002832179609,6.317500000000001,500.0,0.0,9,180000,36,0.008981687016785145,0.0002963999999999999,292.357896384509,21.393687515615106,-0.008582480386119232,0.0,66.5,53.45028257369995,52.814701795578,106.26498675346375,3.576278717609682e-10,-1.678466787780053e-08
457.8555933057748,0.3325,500.0,0.0,10,200000,36,0.008898848667740822,0.0002959999999999999,17.64804676305245,21.06782997708224,-0.003788570090425394,0.0,0.0,54.353684425354004,57.58764696121216,111.94133377075195,-3.604888831887365e-08,6.866454782539222e-08
