Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Steps,Time
51.97611581551556,0.0,500.0,0.0,500.0,1.1976556777954102
66.75196669285373,0.0,500.0,0.0,1000.0,1.1983747482299805
190.30302121291803,0.0,500.0,0.0,1500.0,1.1906681060791016
285.36105853999254,0.0,500.0,0.0,2000.0,1.2068021297454834
327.15950772115116,0.0,500.0,0.0,2500.0,1.1913495063781738
356.3327045761025,0.0,500.0,0.0,3000.0,1.2269420623779297
329.8269980952294,0.0,500.0,0.0,3500.0,1.2076842784881592
333.50699832783823,0.0,500.0,0.0,4000.0,2.219682216644287
335.0242851541715,0.0,500.0,0.0,4500.0,1.1985268592834473
342.1168110095213,0.0,500.0,0.0,5000.0,1.2115364074707031
357.1858158721735,0.0,500.0,0.0,5500.0,1.1778998374938965
356.166408858307,0.0,500.0,0.0,6000.0,1.2063639163970947
364.20238146243656,0.0,500.0,0.0,6500.0,1.1874425411224365
364.55148510097706,0.0,500.0,0.0,7000.0,1.2003140449523926
357.58537149324974,0.0,500.0,0.0,7500.0,1.1946241855621338
367.3763071057897,0.0,500.0,0.0,8000.0,2.2093007564544678
373.0052393948934,0.0,500.0,0.0,8500.0,1.1873514652252197
378.9590470069902,0.0,500.0,0.0,9000.0,1.193824052810669
382.82251456744086,0.0,500.0,0.0,9500.0,1.1804134845733643
387.0760197142616,10.5,500.0,0.0,10000.0,1.1944308280944824
407.2298483829048,10.5,500.0,0.0,10500.0,1.1946113109588623
440.4259221653759,36.3,500.0,0.0,11000.0,1.2049882411956787
436.5200734080905,36.3,500.0,0.0,11500.0,1.202132225036621
432.0519458228906,36.3,500.0,0.0,12000.0,2.2828481197357178
432.3682729018374,36.3,500.0,0.0,12500.0,1.2006959915161133
426.3018028254695,42.1,500.0,0.0,13000.0,1.196805715560913
441.9650672136662,42.1,500.0,0.0,13500.0,1.1814947128295898
447.103465753783,42.1,500.0,0.0,14000.0,1.1812028884887695
452.28978685071115,42.1,500.0,0.0,14500.0,1.1836040019989014
458.211661566895,97.2,500.0,0.0,15000.0,1.2070143222808838
455.57720934410673,97.2,500.0,0.0,15500.0,1.1901710033416748
458.3167543380535,97.2,500.0,0.0,16000.0,2.299172878265381
462.134095460102,97.2,500.0,0.0,16500.0,1.1931886672973633
465.3846568397116,97.2,500.0,0.0,17000.0,1.1857852935791016
473.99953690589325,97.2,500.0,0.0,17500.0,1.1885387897491455
471.35050997865966,97.2,500.0,0.0,18000.0,1.1961474418640137
469.66777742645945,97.2,500.0,0.0,18500.0,1.1952319145202637
472.51218476214933,97.2,500.0,0.0,19000.0,1.285221815109253
476.0621190750286,97.2,500.0,0.0,19500.0,1.1899793148040771
475.01813859031483,86.7,500.0,0.0,20000.0,2.2935590744018555
474.5951587410285,87.1,500.0,0.0,20500.0,1.206841230392456
459.17899882598385,61.3,500.0,0.0,21000.0,1.1913254261016846
467.52732108125974,61.3,500.0,0.0,21500.0,1.1907200813293457
466.589758135409,61.3,500.0,0.0,22000.0,1.1897947788238525
458.0964269829994,61.3,500.0,0.0,22500.0,1.1961116790771484
461.75050361615877,55.5,500.0,0.0,23000.0,1.1870112419128418
460.4151467895679,55.5,500.0,0.0,23500.0,1.1883578300476074
462.048433916599,55.5,500.0,0.0,24000.0,2.267789363861084
461.28494173790887,55.5,500.0,0.0,24500.0,1.196373701095581
462.52290711850384,0.4,500.0,0.0,25000.0,1.1926906108856201
461.6732205870141,0.4,500.0,0.0,25500.0,1.2035000324249268
464.61116873399595,0.4,500.0,0.0,26000.0,1.199812650680542
462.34724801873347,0.4,500.0,0.0,26500.0,1.1952366828918457
468.170296073152,0.4,500.0,0.0,27000.0,1.192992925643921
470.1466137562094,0.4,500.0,0.0,27500.0,1.1891942024230957
468.7825306613034,0.4,500.0,0.0,28000.0,2.2848682403564453
472.8030865657348,0.4,500.0,0.0,28500.0,1.2016637325286865
468.2169081025454,0.4,500.0,0.0,29000.0,1.1889269351959229
462.8846314267801,0.4,500.0,0.0,29500.0,1.1859104633331299
464.1276611535437,0.4,500.0,0.0,30000.0,1.1894855499267578
463.7909211089549,0.0,500.0,0.0,30500.0,1.1894712448120117
